Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
13:51	g9k4		rc://*/ta/man/translate/figs-explicit	ταῦτα πάντα	1	Here Jesus refers to what he has been teaching the disciples (see [13:37–50](../13/37.md)). If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “all these things I have told you” or “everything I have been teaching you”
13:51	p5ej		rc://*/ta/man/translate/figs-quotations	λέγουσιν αὐτῷ, ναί.	1	It may be more natural in your language to have an indirect quotation here. Alternate translation: “They say to him that they do.”
13:51	k6bw		rc://*/ta/man/translate/translate-tense	λέγουσιν	1	To call attention to a development in the story, Matthew uses the present tense in past narration. If it would not be natural to do that in your language, you could use the past tense in your translation. Alternate translation: “They said”
13:52	vw8a		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **Now** introduces the next thing that happened. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **Now** untranslated. Alternate translation: “Then”
13:52	clwe		rc://*/ta/man/translate/grammar-connect-logic-result	διὰ τοῦτο	1	Here, the phrase **For this reason** could introduce: (1) a general conclusion to Jesus’ teaching in this chapter. Alternate translation: “Given all that I have said” (2) an inference from what the disciples said about how they understood what Jesus had taught them. Alternate translation: “Because you understand” or “Therefore”
13:52	z8sm		rc://*/ta/man/translate/figs-explicit	γραμματεὺς	1	The word **scribe** usually refers to teachers of the Jewish law. Here it refers more generally to anyone who is an expert in a specific subject and can teach it. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “educated person” or “expert”
13:52	g4dd		rc://*/ta/man/translate/figs-activepassive	μαθητευθεὶς	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, you could refer generally to the scribe’s teacher or leader. Alternate translation: “whose teacher has disciplined him or her”
13:52	diu3		rc://*/ta/man/translate/figs-explicit	τῇ Βασιλεία τῶν Οὐρανῶν	1	Here, the phrase **discipled for the kingdom of the heavens** indicates that the scribes are part of **the kingdom of the heavens** and have knowledge about **the kingdom of the heavens**. If it would be helpful in your language, you could make these ideas more explicit. Alternate translation: “concerning the kingdom of the heavens” or “as part of the kingdom of the heavens”
13:52	ip6e		rc://*/ta/man/translate/figs-simile	ὅμοιός ἐστιν ἀνθρώπῳ οἰκοδεσπότῃ, ὅστις ἐκβάλλει ἐκ τοῦ θησαυροῦ αὐτοῦ καινὰ καὶ παλαιά	1	Here, Jesus is comparing the **scribe** and **the master of the house** because they both use **new** and **old** things to help other people. If it would be helpful in your language, you could express this comparison more explicitly. Alternate translation: “is like a man, the master of the house, who brings forth new and old goods from his treasure, just as a scribe speaks both old and new teachings”
13:52	o2wl		rc://*/ta/man/translate/figs-nominaladj	καινὰ καὶ παλαιά	1	Jesus is using the adjectives **new** and **old** as nouns to mean things that are **new** and **old**. Your language may use adjectives in the same way. If not, you could translate these words with equivalent phrases. Alternate translation: “new things and old things”
13:52	g59c		rc://*/ta/man/translate/figs-metonymy	τοῦ θησαυροῦ αὐτοῦ	1	Here, just as in [12:35](../12/35.md), the word **treasure** could refer to: (1) a place where treasures are kept or stored. Alternate translation: “his treasury” or “his storehouse” (2) the treasures that the person has. Alternate translation: “his treasures”
13:53	jwv2		rc://*/ta/man/translate/writing-endofstory	καὶ ἐγένετο ὅτε ἐτέλεσεν ὁ Ἰησοῦς τὰς παραβολὰς ταύτας, μετῆρεν ἐκεῖθεν	1	This sentence marks the end of Jesus’ teaching by stating that Jesus **finished** speaking in **parables** and then describing what he did next. Use the natural form in your language for expressing the conclusion of a story. Alternate translation: “At that time, Jesus finished speaking all those parables. Then, he departed from there”
13:53	gk4w		rc://*/ta/man/translate/figs-explicit	ἐκεῖθεν	1	Here, the word **there** refers to the “house” (see [13:36](../13/36.md)) where Jesus was when he gave to his disciples the instructions and parables that are quoted in the previous verses. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “from the house where he had been staying” or “from where he had been”
13:54	qnh9		rc://*/ta/man/translate/figs-go	ἐλθὼν	1	In a context such as this, your language might say “gone” instead of **come**. Alternate translation: “having gone”
13:54	q3ml		rc://*/ta/man/translate/figs-explicit	τὴν πατρίδα αὐτοῦ	1	Here, the phrase **his hometown** refers to the town of Nazareth, where Jesus grew up. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “his hometown, Nazareth”
13:54	gjw5		rc://*/ta/man/translate/writing-pronouns	αὐτοὺς ἐν & αὐτῶν & αὐτοὺς	1	The pronouns **them**, **their**, and **they** refer to the people who were living in Jesus’ **hometown**. If this is not clear for your readers, you could refer to these people more directly. Alternate translation: “the people living there in their … they”
13:54	icmm		rc://*/ta/man/translate/figs-activepassive	ἐκπλήσσεσθαι αὐτοὺς	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, it is clear from the context that it was Jesus and what he said and did. Alternate translation: “he astonished them” or “what he said astonished them”
13:54	b3d2		rc://*/ta/man/translate/figs-rquestion	πόθεν τούτῳ ἡ σοφία αὕτη καὶ αἱ δυνάμεις?	1	The people in Jesus’ hometown are using the question form to express their surprise that Jesus has **wisdom** and can do **miracles**. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “We are surprised that this one has this wisdom and these miracles.” or “We have no idea where to this one is this wisdom and these miracles!”
13:54	gmst		rc://*/ta/man/translate/figs-idiom	πόθεν τούτῳ ἡ σοφία αὕτη	1	Here, the phrase **From where to this one** asks about the source from which Jesus received his **wisdom** and the power to do **miracles**. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “What is the source of this wisdom” or “How did he receive this wisdom”
13:54	xwfd		rc://*/ta/man/translate/figs-abstractnouns	ἡ σοφία αὕτη	1	If your language does not use an abstract noun for the idea of **wisdom**, you could express the same idea in another way. Alternate translation: “is this wise teaching” or “comes how wise he is”
13:55	rk5e		rc://*/ta/man/translate/figs-rquestion	οὐχ οὗτός ἐστιν ὁ τοῦ τέκτονος υἱός? οὐχ ἡ μήτηρ αὐτοῦ λέγεται Μαριὰμ, καὶ οἱ ἀδελφοὶ αὐτοῦ, Ἰάκωβος, καὶ Ἰωσὴφ, καὶ Σίμων, καὶ Ἰούδας?	1	The people are using the question form to show that they know Jesus’ family. They mean that Jesus is just an ordinary person. If you would not use the question form for this purpose in your language, you could translate these questions as statements or exclamations. Alternate translation: “He is just the son of a carpenter. We know his mother Mary, and his brothers James, Joseph, Simon, and Judas.” or “He is only the son of the carpenter! His mother is called Mary, and his brothers, James and Joseph and Simon and Judas!”
13:55	rpj9		rc://*/ta/man/translate/translate-unknown	τοῦ τέκτονος	1	The word **carpenter** refers to someone who builds things with wood. If your readers would not be familiar with this type of worker, you could use the name of something similar in your area or you could use a more general term. Alternate translation: “of the man who builds with wood” or “of the construction worker”
13:55	f26b		rc://*/ta/man/translate/figs-activepassive	οὐχ ἡ μήτηρ αὐτοῦ λέγεται	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, you could use an indefinite subject. Alternate translation: “Do they not call his mother” or “Is not the name of his mother”
13:55	ng4b		rc://*/ta/man/translate/figs-ellipsis	καὶ οἱ ἀδελφοὶ αὐτοῦ, Ἰάκωβος	1	The people are leaving out some of the words that in many languages a sentence would need in order to be complete. You could supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “and are not his brothers called James”
13:55	qspg		rc://*/ta/man/translate/translate-kinship	οἱ ἀδελφοὶ αὐτοῦ	1	These were Jesus' younger **brothers**. They were sons of Mary and Joseph. Since the Father of Jesus was God, and their father was Joseph, they were actually his half-brothers. That detail is not normally translated, but if your language has a specific word for “younger brother,” you could use it here.
13:55	l3zy		rc://*/ta/man/translate/translate-names	Ἰωσὴφ & Σίμων & Ἰούδας	1	The words **Joseph**, **Simon**, and **Judas** are the names of men.
13:56	m9pn		rc://*/ta/man/translate/figs-rquestion	αἱ ἀδελφαὶ αὐτοῦ οὐχὶ πᾶσαι πρὸς ἡμᾶς εἰσιν?	1	The people are using the question form to show that they know Jesus’ family. They mean that Jesus is just an ordinary person. If you would not use the question form for this purpose in your language, you could translate this question as a statement or an exclamation. Alternate translation: “all his sisters are with us.” or “we all know that all his sisters are with us!”
13:56	bnv1		rc://*/ta/man/translate/figs-rquestion	πόθεν οὖν τούτῳ ταῦτα πάντα?	1	The people are using the question form to express their surprise that Jesus can do **all these things**. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “We are surprised, therefore that this one has all these things.” or “We have no idea, therefore, where to this one are all these things!”
13:56	wuck		rc://*/ta/man/translate/figs-idiom	πόθεν οὖν τούτῳ ταῦτα πάντα	1	Here, the phrase **From where, therefore, to this one** asks about the source from which Jesus received the ability to do **all these things**. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “What is the source, therefore, of all these things” or “How, therefore, did he receive all these things”
13:56	gko3		rc://*/ta/man/translate/grammar-connect-logic-result	πόθεν οὖν τούτῳ	1	Here, the word **therefore** introduces an inference based on the fact that the people in Jesus’ hometown know his family. If it would be helpful in your language, you could use a word or phrase that introduces this kind of inference, or you could leave **therefore** untranslated. Alternate translation: “So then, from where to this one” or “Because of that, from where to this one”
13:56	pqf1		rc://*/ta/man/translate/figs-explicit	ταῦτα πάντα	1	Here, the phrase **all these things** refers to Jesus’ wisdom and ability to do miracles, as mentioned in the previous verse ([13:55](../13/55.md)). If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “are his wisdom and miracles”
13:57	sywp		rc://*/ta/man/translate/figs-metaphor	ἐσκανδαλίζοντο ἐν αὐτῷ	1	Here Matthew speaks as if Jesus were a lump or rock that the people in Jesus’ hometown were stumbling on. He means that these people were offended by him and rejected him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “they were offended by him” or “they did not listen to him”
13:57	f5md		rc://*/ta/man/translate/figs-activepassive	ἐσκανδαλίζοντο ἐν αὐτῷ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “they were stumbling on him”
13:57	azn4		rc://*/ta/man/translate/figs-doublenegatives	οὐκ ἔστιν & ἄτιμος	1	If it would be clearer in your language, you could use a positive expression to translate this double negative that consists of the negative particle **not** and the negative preposition **without**. Alternate translation: “has honor” or “is always honored”
13:57	feli		rc://*/ta/man/translate/figs-abstractnouns	ἄτιμος	1	If your language does not use an abstract noun for the idea of **honor**, you could express the same idea in another way. Alternate translation: “dishonored” or “treated dishonorably”
13:57	sq8j		rc://*/ta/man/translate/grammar-connect-exceptions	οὐκ ἔστιν προφήτης ἄτιμος, εἰ μὴ	1	If, in your language, it would appear that Jesus was making a statement here and then contradicting it, you could reword this to avoid using an exception clause. Alternate translation: “A prophet is only without honor”
13:57	w4x8		rc://*/ta/man/translate/figs-metonymy	ἐν τῇ οἰκίᾳ αὐτοῦ	1	Jesus uses the phrase **in his house** to refer to his closest relatives, like his father, mother, or siblings. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “among his closest family members” or “among his father, mother, or siblings”
13:58	e2cp		rc://*/ta/man/translate/grammar-connect-logic-result	οὐκ ἐποίησεν ἐκεῖ δυνάμεις πολλὰς, διὰ τὴν ἀπιστίαν αὐτῶν	1	If it would be more natural in your language, you could reverse the order of these phrases since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: “because of their unbelief, he did not do many miracles there”
13:58	nidv		rc://*/ta/man/translate/figs-abstractnouns	διὰ τὴν ἀπιστίαν αὐτῶν	1	If your language does not use an abstract noun for the idea of **unbelief**, you could express the same idea in another way. Alternate translation: “because they did not believe”
14:intro	g5mc				0	# Matthew 14 General Notes\n\n## Structure and Formatting\n\n7. Further opposition to Jesus and misunderstanding of the kingdom of God (13:53–17:27)\n      * Herod hears about Jesus (14:1–2)\n      * Flashback: Herod executes John the Baptist (14:3–12)\n      * Jesus feeds 5,000 men (14:13–21)\n      * Jesus walks on water (14:22–33)\n      * Jesus heals people in the region of Gennesaret (14:34–36)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Herod and Herodias\n\nThe man named “Herod the tetrarch” ([14:1](../14/01.md)) was a son of King Herod, the man mentioned in [2:1–22](../02/01.md). Herod the tetrarch ruled over the area to the northwest of the Sea of Galilee, which is where Jesus spent much of his ministry. Herodias was married to Herod’s brother Philip, and the two of them had a daughter. However, Herodias divorced Philip and married Herod, who had also divorced his previous wife. Since the Jewish law condemned anyone who married his brother’s wife while his brother was still alive (see [Leviticus 20:21](../lev/20/21.md)), John the Baptist rebuked Herod for doing this. It was in response to this rebuke that Herod had John the Baptist put in prison and eventually executed. Make sure that your translation accurately refers to the relationships between Herod, Herodias, and Herodias’ daughter.\n\n### The miracle of multiplying food\n\nIn [14:13–21](../14/13.md), Matthew tells a story in which Jesus provides 5,000 men and even more women and children with food. All these people were in a place where no people lived, and all the food that Jesus and his disciples had were five loaves of bread and two fish. Despite that, Jesus used the five loaves of bread and the two fish to feed everyone who was there. Matthew does not tell us exactly how Jesus did this, but he does say that there were more leftovers than what they started with. Your translation should not explain how Jesus multiplied the food, but it should be clear that he did a miracle.\n\n### The miracle of walking on water\n\nIn [14:22–33](../14/22.md), Matthew tells a story in which Jesus walks on top of the Sea of Galilee, even though there was a storm. Later, Jesus allows Peter to walk briefly on the water, and when Jesus and Peter climb into the boat that the rest of the disciples were in, the storm miraculously stops. Your translation should not explain exactly how Jesus or Peter walked on the water, but it should be clear that Jesus walking on the water, Peter walking on the water, and the storm stopping were all miracles.\n\n## Translation Issues in This Chapter\n\n### The flashback to John’s death\n\nIn this chapter, Matthew includes a story that happened before the stories that appear before and after it in his narrative. The previous chapter includes much of Jesus’ teaching, and this chapter begins by describing Herod Antipas’ response to Jesus (see [14:1–2](../14/01.md)). Then, to explain what Herod said about Jesus, Matthew includes a story that happened earlier. This type of storytelling is called a flashback. Here, the flashback tells about how John the Baptist died (see [14:3–12](../14/03.md)). In [14:13](../14/13.md), Matthew returns to the main narrative and tells what happened after the events recorded in chapter 13 and [14:1–2](../14/01.md). While the story that begins in [14:13](../14/13.md) is linked to the flashback by the phrase “Now having heard,” Matthew does not indicate how long it took for Jesus to hear about John’s death from John’s disciples. So, you should use a form that shows your readers that [14:3–12](../14/03.md) is a flashback that describes something that happened previously, and [14:13](../14/13.md) continues with the main narrative. (See: [[rc://*/ta/man/translate/writing-background]])\n\n### Singular and plural forms of “you”\n\nMost of the forms of “you” in this chapter appear in dialogue between characters. Because of this, most forms of “you” in this chapter are singular. You should assume forms of “you” are singular unless a note specifies that the form is plural. (See: [[rc://*/ta/man/translate/figs-yousingular]])
14:1	ny6u		rc://*/ta/man/translate/writing-newevent	ἐν ἐκείνῳ τῷ καιρῷ	1	Here, the phrase **At that time** introduces the next major event in the story. If it would be helpful in your language, you could use a word or phrase that introduces the next event. Alternate translation: “While all those things were happening” or “During this period”
14:2	pd1b		rc://*/ta/man/translate/writing-pronouns	οὗτός	1	The pronoun **This** refers to Jesus. If this is not clear for your readers, you could refer to him more directly. Alternate translation: “This person” or “This Jesus”
14:2	nx7x		rc://*/ta/man/translate/figs-idiom	αὐτὸς ἠγέρθη	1	Here, the word **raised** refers to someone who died coming back to life. If it would be helpful in your language, you could use a comparable idiom or state the meaning plainly. Alternate translation: “He has been restored to life”
14:2	dy2j		rc://*/ta/man/translate/figs-activepassive	αὐτὸς ἠγέρθη	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, Herod could be implying that: (1) God did it. Alternate translation: “God has raised him” (2) John himself did it. Alternate translation: “He has risen”
14:2	wwe3		rc://*/ta/man/translate/figs-nominaladj	ἀπὸ τῶν νεκρῶν	1	Paul is using the adjective **dead** as a noun in order to refer to all people who are **dead**. Your language may use adjectives in the same way. If not, you could translate this with a noun phrase. Alternate translation: “from among the dead people” or “from the corpses”
14:2	x4zz		rc://*/ta/man/translate/grammar-connect-logic-result	διὰ τοῦτο	1	Here, the phrase **because of this** introduces the result of what Herod thinks about John being **raised from the dead**. Herod thinks that Jesus has **powers** because he has already **been raised from the dead**. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “because he has been raised,”
14:2	vve7		rc://*/ta/man/translate/figs-personification	αἱ δυνάμεις ἐνεργοῦσιν ἐν αὐτῷ	1	Here Herod speaks as if **the powers** were people that could **work** in Jesus. He means that Jesus is powerful and can do powerful things. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “he has his powers” or “he is very powerful”
14:3-4	zgp9		rc://*/ta/man/translate/translate-versebridge	ὁ γὰρ Ἡρῴδης κρατήσας τὸν Ἰωάννην, ἔδησεν αὐτὸν καὶ ἐν φυλακῇ ἀπέθετο, διὰ Ἡρῳδιάδα, τὴν γυναῖκα Φιλίππου, τοῦ ἀδελφοῦ αὐτοῦ & ἔλεγεν γὰρ αὐτῷ ὁ Ἰωάννης, οὐκ ἔξεστίν σοι ἔχειν αὐτήν	1	If it would be helpful to your readers, you could combine [14:3](../14/03.md) and [14:4](../14/04.md) into a verse bridge, as UST does, in order to include what John said to Herod before stating what Herod did in response. Alternate translation: “For John had said to Herod, ‘It is not lawful for you to have Herodias, the wife of your brother Philip.’ So, because of Herodias, Herod, having seized John, bound him and put him in prison.”
14:3	ybyz		rc://*/ta/man/translate/writing-background	γὰρ	1	Here, the word **For** introduces background information that tells about how John died. This background information continues in [14:4–12](../14/04.md). In your translation, present this information in a way that makes it clear that this is background information, not the next event in the story. Alternate translation: “Now sometime earlier,” or “By this time, John had already died. Here is what happened:”
14:3	zsvz		rc://*/ta/man/translate/grammar-connect-logic-result	ὁ & Ἡρῴδης κρατήσας τὸν Ἰωάννην, ἔδησεν αὐτὸν καὶ ἐν φυλακῇ ἀπέθετο, διὰ Ἡρῳδιάδα, τὴν γυναῖκα Φιλίππου, τοῦ ἀδελφοῦ αὐτοῦ	1	If it would be more natural in your language, you could reverse the order of these elements, since the second half of the verse gives the reason for the result that the first half of the verse describes. Alternate translation: “Because of Herodias, the wife of his brother Philip, Herod, having seized John, bound him and put him in prison”
14:3	h466		rc://*/ta/man/translate/figs-explicit	ὁ & Ἡρῴδης κρατήσας τὸν Ἰωάννην, ἔδησεν αὐτὸν καὶ ἐν φυλακῇ ἀπέθετο	1	Here Matthew implies that **Herod** sent his soldiers to do these things. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “Herod sent his soldiers to seize John, bind him, and put him in prison”
14:3	rqfw		rc://*/ta/man/translate/figs-explicit	διὰ Ἡρῳδιάδα, τὴν γυναῖκα Φιλίππου, τοῦ ἀδελφοῦ αὐτοῦ	1	Here Matthew implies that Herod married **Herodias** after she divorced **Philip**, Herod’s brother. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “because of Herodias, whom he married after she divorced his brother Philip”
14:3	ftfc		rc://*/ta/man/translate/writing-participants	Ἡρῳδιάδα, τὴν γυναῖκα Φιλίππου, τοῦ ἀδελφοῦ αὐτοῦ	1	Here Matthew introduces **Herodias** as a new participant in the story. If your language has its own way of introducing new participants, you could use it here in your translation. Alternate translation: “a woman named Herodias, who was the wife of his brother Philip”
14:3	lr92		rc://*/ta/man/translate/translate-names	Φιλίππου	1	The word **Philip** is the name of a man.
14:3	tqyo		rc://*/ta/man/translate/translate-kinship	τοῦ ἀδελφοῦ αὐτοῦ	1	It is not certain whether **Philip** was older or younger than **Herod**, but it is slightly more likely that he was older. So, if you have to use a form that refers to an older or younger **brother**, you could state that **Philip** was older. Alternate translation: “his older brother”
14:3	e6zc		rc://*/ta/man/translate/writing-pronouns	αὐτοῦ	1	The pronoun **his** refers to Herod. If this is not clear for your readers, you could use the person's name here. Alternate translation: “Herod’s”
14:4	jpro		rc://*/ta/man/translate/grammar-connect-logic-result	γὰρ	1	Here, the word **For** introduces a reason why Herod put John in prison. If it would be helpful in your language, you could use a word or phrase that introduces a reason, or you could leave **For** untranslated. Alternate translation: “He did that because”
14:4	lp4d		rc://*/ta/man/translate/writing-pronouns	αὐτῷ	1	The pronoun **him** refers to Herod. If this is not clear for your readers, you could use the person's name here. Alternate translation: “to Herod”
14:4	n1t6		rc://*/ta/man/translate/figs-quotations	ἔλεγεν & αὐτῷ & οὐκ ἔξεστίν σοι ἔχειν αὐτήν.	1	It may be more natural in your language to have an indirect quotation here. Alternate translation: “was saying to him that it was not lawful for him to have her”
14:5	pajg		rc://*/ta/man/translate/grammar-connect-logic-contrast	θέλων αὐτὸν ἀποκτεῖναι	1	Here, the word **wanting** introduces a clause that states something that contrasts with what Herod actually did. If it would be helpful in your language, you could use a word or phrase that introduces this kind of contrast. Alternate translation: “although he wanted to put him to death” or “despite the fact that he wanted to put him to death”
14:5	tx3h		rc://*/ta/man/translate/writing-pronouns	αὐτὸν & ἐφοβήθη & αὐτὸν	1	The pronouns **him** and **him** refer to John the Baptist, and the pronoun **he** refers to Herod. If this is not clear for your readers, you could refer to these people more directly. Alternate translation: “John … Herod feared … John”
14:5	rtp0		rc://*/ta/man/translate/figs-explicit	ἐφοβήθη τὸν ὄχλον	1	Here Matthew implies that Herod both **feared the crowd** and did not have John killed. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “he feared the crowd and did not put him to death” or “he did not give the order, for he feared the crowd”
14:5	epdd		rc://*/ta/man/translate/figs-explicit	τὸν ὄχλον	1	Here Matthew implies that Herod feared what **the crowd** would do if he put John to death. They might have rioted or attacked Herod. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “what the crowd would do” or “that the crowd might riot”
14:6	d2em		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **But** introduces the next thing that happened. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **But** untranslated. Alternate translation: “Then,”
14:6	a0u5		rc://*/ta/man/translate/writing-participants	γενεσίοις & γενομένοις τοῦ Ἡρῴδου, ὠρχήσατο ἡ θυγάτηρ τῆς Ἡρῳδιάδος	1	Here Matthew introduces **the daughter of Herodias** as a new participant in the story. If your language has its own way of introducing new participants, you could use it here in your translation. Alternate translation: “Herodias had a daughter, and the birthday of Herod having come, she danced”
14:6	ggkc		rc://*/ta/man/translate/grammar-connect-time-simultaneous	γενεσίοις & γενομένοις τοῦ Ἡρῴδου	1	Here, the phrase **the birthday of Herod having come** gives the time period in which the following events occur. If it would be helpful in your language, you could use a form that gives the time period in which something happens. Alternate translation: “when it was the birthday of Herod” or “while Herod was celebrating his birthday”
14:6	vdik		rc://*/ta/man/translate/translate-unknown	γενεσίοις & τοῦ Ἡρῴδου	1	In some cultures, people celebrate a **birthday**, the day that someone was born. If your readers would not be familiar with this type of celebration, you could use the name of something similar in your area or you could use a more general term. Alternate translation: “Herod’s birthday celebration” or “the celebrations on the anniversary of Herod’s birth”
14:6	ejhk		rc://*/ta/man/translate/translate-kinship	ἡ θυγάτηρ τῆς Ἡρῳδιάδος	1	Here Matthew implies that this woman was **the daughter of Herodias** by a previous husband, probably Philip. She was not the daughter of Herod. If it would be helpful in your language, you could make this relationship more explicit. Alternate translation: “the daughter of Herodias and Philip” or “the daughter of Herodias, Herod’s step-daughter,”
14:6	fvs5		rc://*/ta/man/translate/figs-explicit	ἐν τῷ μέσῳ	1	Here, the phrase **in the midst** indicates that **the daughter of Herodias** danced so that Herod and the guests at his party could all see her. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “before all Herod’s guests” or “in front of everyone”
14:7	yyq3		rc://*/ta/man/translate/grammar-connect-logic-result	ὅθεν	1	Here, the phrase **because of which** introduces what Herod did because Herodias’ daughter pleased him with her dancing. If it would be helpful in your language, you could use a word or phrase that makes this connection more explicit. Alternate translation: “and because she pleased Herod,”
14:7	f0mg		rc://*/ta/man/translate/figs-quotations	μεθ’ ὅρκου, ὡμολόγησεν αὐτῇ δοῦναι ὃ ἐὰν αἰτήσηται	1	It may be more natural in your language to have a direct quotation here. Alternate translation: “he promised with an oath, ‘I will give you whatever you ask.’”
14:8	gnqr		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **Now** introduces the next thing that happened. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **Now** untranslated. Alternate translation: “Then”
14:8	rhk5		rc://*/ta/man/translate/figs-activepassive	προβιβασθεῖσα ὑπὸ τῆς μητρὸς αὐτῆς	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “her mother having urged her beforehand”
14:8	dptx		rc://*/ta/man/translate/figs-explicit	προβιβασθεῖσα	1	Here Matthew implies that the woman’s mother, Herodias, had already told her what to ask for if Herod offered to do something for her. If it would be helpful in your language, you could make this idea more explicit. Alternate translation: “having been instructed ahead of time” or “having been told what to request ahead of time”
14:8	dlue		rc://*/ta/man/translate/figs-explicit	δός μοι & ὧδε ἐπὶ πίνακι, τὴν κεφαλὴν Ἰωάννου τοῦ Βαπτιστοῦ	1	Here the woman implies that she wants Herod to have John killed by having his head cut off and brought to her. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “Have one of your soldiers behead John the Baptist and then give me his head here, on a platter”
14:8	w4iq		rc://*/ta/man/translate/figs-imperative	δός μοι	1	This is an imperative, but it communicates a request rather than a command. Use a form in your language that communicates a request. Alternate translation: “I ask that you give me”
14:8	ruy4		rc://*/ta/man/translate/translate-unknown	πίνακι	1	A **platter** is a large, flat serving dish. If your readers would not be familiar with this type of dish, you could use the name of something similar in your area or you could use a more general term. Alternate translation: “a tray” or “a large serving plate”
14:9	s8zp		rc://*/ta/man/translate/figs-activepassive	ἐλυπήθη	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “was very sorry”
14:9	qgrl		rc://*/ta/man/translate/figs-explicit	διὰ τοὺς ὅρκους καὶ τοὺς συνανακειμένους	1	Here Matthew indicates two reasons why Herod kept his word. First, he had made **oaths** that he did not want to break. Second, he had promised in front of **the ones reclining to eat with him**, and it would be embarrassing and shameful to break his promise when everyone had heard it. If it would be helpful in your language, you could make these reasons more explicit. Alternate translation: “but because he had used oaths and because the ones reclining to eat with him had heard what he promised”
14:9	op6o		rc://*/ta/man/translate/figs-explicit	τοὺς συνανακειμένους	1	In Jesus’ culture, people would usually recline, or lay on one side, at a table when they were eating. If it would be helpful in your language, you could refer to the position in which people eat in your culture, or you could just refer to eating. Alternate translation: “the ones sitting down to eat with him” or “the ones eating with him”
14:9	j6nu		rc://*/ta/man/translate/figs-activepassive	ἐκέλευσεν δοθῆναι	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. If you must state who would do the action, Matthew implies that one of Herod’s soldiers would do it. Alternate translation: “he commanded that one of his soldiers give it”
14:9	zn1s		rc://*/ta/man/translate/figs-explicit	ἐκέλευσεν δοθῆναι	1	Here Matthew means that Herod **commanded** someone to do what Herodias’ daughter asked. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “commanded that someone give her what she had requested”
14:10	v80r		rc://*/ta/man/translate/figs-explicit	πέμψας, ἀπεκεφάλισεν	1	Here Matthew implies that Herod **sent** one of his soldiers to behead John. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “having sent a soldier, Herod had him behead”
14:11	nd5r		rc://*/ta/man/translate/figs-activepassive	ἠνέχθη ἡ κεφαλὴ αὐτοῦ ἐπὶ πίνακι, καὶ ἐδόθη τῷ κορασίῳ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, you could refer to whoever beheaded John, or you could use an indefinite subject. Alternate translation: “the soldier who beheaded John brought his head on a platter and gave it to the girl” or “someone brought his head on a platter and gave it to the girl”
14:11	cmcd		rc://*/ta/man/translate/writing-pronouns	αὐτοῦ	1	The pronoun **his** refers to John. If this is not clear for your readers, you could use the person's name here. Alternate translation: “John’s”
14:11	pba6		rc://*/ta/man/translate/translate-unknown	πίνακι	1	See how you translated the word **platter** in [14:8](../14/08.md). Alternate translation: “a tray” or “a large serving plate”
