Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
4:22	qw3d		rc://*/ta/man/translate/figs-metaphor	being corrupted according to {its} deceitful desires	1	Paul is continuing to speak of a sinful way of living as if it were a person who does evil things. Alternate translation: “when you fooled yourself into thinking that it was good to do whatever evil thing that you wanted to do” See the UST.
4:23	jy7h		rc://*/ta/man/translate/figs-activepassive	to be renewed in the spirit of your minds	1	This may be translated with an active form. Alternate translation: “to allow God to change your attitudes and thoughts” or “to allow God to give you new attitudes and thoughts” See the UST.
4:24	x41y		rc://*/ta/man/translate/figs-abstractnouns	in righteousness and holiness of the truth	1	If your language does not use an abstract noun for the idea behind the words **righteousness**, **holiness**, and **truth**, you could express the same ideas with verbal forms. Alternate translation: “truly righteous and holy”
4:24	abc7		rc://*/ta/man/translate/figs-metaphor	to put on the new man	1	Paul continues to speak of a way of living as if it were a person, and also as if it were clothing, so that one could **put on** the **new** person like a robe. Alternate translation: “be the new person” or “start living in the new way”
4:25	abdi		rc://*/ta/man/translate/grammar-connect-logic-result	Therefore	1	The connecting word **Therefore** introduces a reason-result relationship. The reason is that God has created the believers as new, holy people. The result is that they would stop acting immorally like they used to live. Use a phrase in your language that connects a reason to a result.
4:25	abn8		rc://*/ta/man/translate/figs-metaphor	putting aside the lying	1	Paul speaks of telling lies as if they were objects that the believers could set aside. Alternate translation: “no longer telling lies” or “instead of telling lies”
4:25	ab23		rc://*/ta/man/translate/figs-abstractnouns	let each of you speak truth	1	If your language does not use an abstract noun for the idea behind the word **truth**, you could express the same idea with a verbal form. Alternate translation: “each of you should speak truthfully”
4:25	abdj		rc://*/ta/man/translate/grammar-connect-logic-result	because	1	The connecting word **because** introduces a reason-result relationship. The reason is that believers are members of the same body of Christ. The result is that believers should speak the truth to each other. Use a phrase in your language that connects a reason to a result.
4:25	zh2g		rc://*/ta/man/translate/figs-metaphor	we are members of one another	1	Here Paul speaks of the close union of believers with each other as if they were each part of one single body. Alternate translation: “we belong to one another” or “we are all members of God’s family”
4:26	w8rw			Be angry and do not sin	1	Alternate translation: “You may get angry, but do not sin” or “If you become angry, do not sin”
4:26	ki7p		rc://*/ta/man/translate/figs-metonymy	Do not let the sun go down on your indignation	1	The **sun** going **down** represents nightfall or the end of the day. Alternate translation: “You must stop being angry before night comes” or “Let go of your anger before the day ends”
4:27	w71s			nor give an opportunity to the devil	1	Alternate translation: “and do not give the devil an opportunity to lead you into sin”
4:28	abdk		rc://*/ta/man/translate/grammar-connect-logic-contrast	But rather	1	The connecting phrase **But rather** introduces a contrast relationship. The way a former thief should work hard to have something to share with others is in contrast to the way he formerly stole for himself.
4:28	abdl		rc://*/ta/man/translate/grammar-connect-logic-goal	so that	1	The connecting phrase **so that** introduces a goal relationship. The goal or purpose of working hard with ones own hands is to be able to meet the needs of others.
4:29	f6yk			corrupt talk	1	This refers to speech that is cruel or rude.
4:29	abdm		rc://*/ta/man/translate/grammar-connect-logic-contrast	but	1	The connecting word **but** introduces a contrast relationship. Speaking what is corrupt is in contrast to speaking good things that will build up others.
4:29	p9wc			for building up	1	Alternate translation: “for encouraging” or “for strengthening”
4:29	abdn		rc://*/ta/man/translate/grammar-connect-logic-goal	so that	1	The connecting phrase **so that** introduces a goal relationship. The goal or purpose of speaking things that build up others is to give grace to those who hear the words.
4:29	bv8a			of the {one in} need, so that it might give grace to the hearers	1	Alternate translation: “the needy. In this way you will help those who hear you”
4:29	ab8a		rc://*/ta/man/translate/figs-abstractnouns	so that it might give grace to the hearers	1	If your language does not use an abstract noun for the idea behind the word **grace**, you could express the same idea with a verbal form. Alternate translation: “so that those who hear you may be spiritually encouraged”
4:30	air6			do not grieve	1	Alternate translation: “do not distress” or “do not upset”
4:30	pgk9		rc://*/ta/man/translate/figs-metaphor	by whom you were sealed for the day of redemption	1	The Holy Spirit assures believers that God will redeem them. Paul speaks of the Holy Spirit as if he were a mark that God puts on believers to show that he owns them. Alternate translation: “for he is the seal that assures you that God will redeem you on the day of redemption” or “for he is the one who assures you that God will redeem you on the day of redemption”
4:30	abck		rc://*/ta/man/translate/figs-activepassive	by whom you were sealed for the day of redemption	1	If your language does not use this passive form, you can state this in active form. Alternate translation: “for he has sealed you for the day of redemption”
4:31	b72p				0	# Connecting Statement:\n\nPaul finishes his instructions on what believers should not do and ends with what they must do.
4:31	v576		rc://*/ta/man/translate/figs-metaphor	Let & be removed	1	Paul speaks of attitudes and behaviors as though they were physical objects that can be removed. Alternate translation: “you must not allow … to be part of your life”
4:31	t1gj		rc://*/ta/man/translate/figs-abstractnouns	bitterness, and rage, and anger	1	If your language does not use an abstract noun for the idea behind the words **bitterness**, **rage**, and **anger**, you could express the same ideas as adjectives. Alternate translation: “being bitter, and intensely angry, and angry”
4:31	abgj		rc://*/ta/man/translate/figs-abstractnouns	malice	1	If your language does not use an abstract noun for the idea behind the word **malice**, you could express the same idea as an adjective. Alternate translation: “being malicious”
4:32	abdo		rc://*/ta/man/translate/grammar-connect-logic-contrast	Instead	1	The connecting word **Instead** introduces a contrast relationship. Speaking angry and hurtful things is in contrast to speaking kind and tender things to one another.
4:32	w7tk			tenderhearted	1	Alternate translation: “gentle and compassionate towards others”
5:intro	tdd2				0	# Ephesians 5 General Notes\n\n## Structure and Formatting\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the words of verse 14.\n\n## Religious and Cultural Concepts in This Chapter\n\n### Inheritance of the kingdom of Christ\n\nSome scholars believe that those who continue to practice the things listed in 5:5 will not inherit eternal life. But God can forgive all the sins listed in this verse. Immoral, impure, or greedy people can still receive eternal life if they repent and believe in Jesus. God will be the one who decides this. (See: [[rc://*/tw/dict/bible/kt/forgive]], [[rc://*/tw/dict/bible/kt/eternity]] and [[rc://*/tw/dict/bible/kt/life]] and [[rc://*/tw/dict/bible/kt/inherit]])\n\n## Translation Issues in This Chapter\n\n### Wives, submit to your husbands\n\nScholars are divided over how to understand this passage in its historical and cultural context. Some scholars believe that men and women are perfectly equal in all things. Other scholars believe that God created men and women to serve in distinctly different roles in marriage and the church. Translators should be careful not to let how they interpret this issue affect how they translate this passage.
5:1	wus5				0	# Connecting Statement:\n\nPaul continues to tell the believers how they should and should not live as God’s children.
5:1	jx2q			Therefore, be imitators of God	1	The word **imitators** is a verbal noun, and can be translated with a verb. Alternate translation: “Therefore, imitate God” or “Therefore you should do what God does.”
5:1	abdp		rc://*/ta/man/translate/grammar-connect-logic-result	Therefore	1	The connecting word **Therefore** introduces a reason-result relationship. The reason (stated in [Ephesians 4:32](../04/32.md)) is that God has forgiven us through Christ. The result (stated here) is that believers should imitate what God is like. Use a phrase in your language that connects a reason to a result.
5:1	zen5		rc://*/ta/man/translate/figs-simile	as beloved children	1	God desires us to imitate or follow him since we are his spiritual **children**. Alternate translation: “as dearly loved children imitate their fathers” or “because you are his children and he loves you dearly”
5:2	ta41		rc://*/ta/man/translate/figs-metaphor	walk in love	1	To **walk** is a common way to express the idea of living one’s life. Alternate translation: “live a life of love” or “always love each other”
5:2	bak1		rc://*/ta/man/translate/figs-metaphor	an offering and sacrifice to God for a fragrant aroma	1	This metaphor compares Christ dying on the cross for our sins with an Old Testament **sacrifice** for sin, which were roasted in a fire and gave off a pleasing smell. Alternate translation: “like a sweet-smelling offering and sacrifice to God” or “an offering and sacrifice to God that pleased God very much” See the UST.
5:3	le5f		rc://*/ta/man/translate/figs-activepassive	But sexual immorality and every impurity or greed must not even be named among you	1	If your language does not use this passive form, you can state this in active form. “Do not do anything that would let anyone think that you are guilty of sexual immorality or any kind of impurity or greed.”
5:3	abdq		rc://*/ta/man/translate/grammar-connect-logic-contrast	But	1	The connecting word **But** introduces a contrast relationship. The fragrant offering and sacrifice to God is in contrast to sinful acts and thoughts that are not fitting for saints. Use a connecting word that indicates a contrast in your language.
5:3	xat9			every impurity	1	Alternate translation: “any moral uncleanness”
5:4	utm5			but instead, thanksgiving	1	The word **thanksgiving** is a verbal noun, and can be translated with a verb: “instead of those things, you should thank God”
5:4	abdr		rc://*/ta/man/translate/grammar-connect-logic-contrast	but instead	1	The connecting phrase **but instead** introduces a contrast relationship. Sinful acts and thoughts are in contrast to thanksgiving to God. Use a connecting word that indicates a contrast in your language.
5:5	abc6		rc://*/ta/man/translate/figs-metaphor	unclean	1	Here being **unclean** (dirty) is a metaphor for being sinful.
5:5	vb16		rc://*/ta/man/translate/figs-metaphor	has no inheritance	1	Receiving what God has promised believers is spoken of as if it were inheriting property and wealth from a family member. Alternate translation: “will receive nothing” or “has no part” See the UST.
5:6	px7p			with empty words	1	Alternate translation: “with words that have no truth in them” or “by speaking words that are not true”
5:6	abds		rc://*/ta/man/translate/grammar-connect-logic-result	for	1	The connecting word **for** introduces a reason-result relationship. The result is stated first: that the Ephesian believers should not let anyone deceive them with empty words. Then the reason is stated: that the wrath of God will judge those things. Use a phrase that connects a reason to a result, and put them in the order that is most natural in your language.
5:6	ab16		rc://*/ta/man/translate/figs-abstractnouns	the wrath of God is coming upon	1	If your language does not use an abstract noun for the idea behind the word **wrath**, you could express the same idea with a verbal form. Alternate translation: “God will certainly punish”
5:6	ab73		rc://*/ta/man/translate/figs-idiom	the sons of disobedience	1	This is an idiom that means, “people who habitually disobey” or “people who are characterized by disobedience” Alternate translation: “those who disobey God”
5:7	abdt		rc://*/ta/man/translate/grammar-connect-logic-result	Therefore	1	The connecting word **Therefore** introduces a reason-result relationship. The reason is that God will judge those people in his wrath. The result is that the Ephesian believers should not become partners with evil men. Use a phrase in your language that connects a reason to a result.
5:8	wy9d		rc://*/ta/man/translate/figs-metaphor	because formerly you were darkness	1	Just as one cannot see in the dark, so people who love to sin cannot see or understand the things of God. Alternate translation: “because formerly you did not understand anything about God” See the UST.
5:8	abdw		rc://*/ta/man/translate/grammar-connect-logic-result	because	1	The connecting word **because** introduces a reason-result relationship. The result is stated first (v.7): that the Ephesian believers should not become partners with evil men. The reason is stated second (v. 8): that the Ephesian believers are no longer darkness, but are now light. Use a phrase in your language that connects a reason to a result, using the order that is most natural for your language.
5:8	iw4q		rc://*/ta/man/translate/figs-metaphor	but now {are} light in the Lord	1	Just as one can see in the **light**, so people whom God has saved understand how to please God. Alternate translation: “but now you know God and can live for him” See the UST.
5:8	abdu		rc://*/ta/man/translate/grammar-connect-logic-contrast	but	1	The connecting word **but** introduces a contrast relationship. The fact that the Ephesian believers were formerly darkness is in contrast to the fact that they are now light.
5:8	l6ki		rc://*/ta/man/translate/figs-metaphor	Walk as children of light	1	To **Walk** on a path is a metaphor for how a person lives his life. Alternate translation: “Live as people who understand what the Lord wants them to do”
5:8	abc9		rc://*/ta/man/translate/figs-simile	as children of light	1	God desires us to imitate or follow him since we are his spiritual **children**. Alternate translation: “as God’s children who know the truth” or “because you are God’s children and see the truth”
5:9	q194		rc://*/ta/man/translate/figs-metaphor	the fruit of the light consists in all goodness and righteousness and truth	1	Here, **fruit** is a metaphor for “result” or “outcome.” Alternate translation: “the result of living in the light is good work, right living, and truthful behavior”
5:9	abdv		rc://*/ta/man/translate/grammar-connect-logic-result	for	1	The connecting word **for** introduces the reason of a reason-result relationship. The reason is that fruit of the light is goodness and righteousness and truth. The result is that the Ephesian believers should walk as children of light. Use a phrase in your language that connects a reason to a result.
5:11	zdu1		rc://*/ta/man/translate/figs-metaphor	do not take part in the unfruitful works of darkness	1	Paul speaks of the useless, sinful things that unbelievers do as if they are evil deeds that people do in the dark so no one will see them. Alternate translation: “do not do useless, sinful things with unbelievers”
5:11	v4d1		rc://*/ta/man/translate/figs-metaphor	in the unfruitful works of darkness	1	Here Paul is comparing evil actions to an unhealthy tree that produces nothing good. Alternate translation: “actions that do nothing good, useful, or profitable, caused by darkness”
5:11	abc8		rc://*/ta/man/translate/figs-metaphor	in the unfruitful works of darkness	1	The word **darkness** is often used to represent sin. In this instance, these works result from sinful motives. Alternate translation: “deeds that are worthless because they were done from sinful motives”
5:11	abdx		rc://*/ta/man/translate/grammar-connect-logic-contrast	but rather	1	The connecting phrase **but rather** introduces contrast relationship. Participating in the works of darkness is in contrast to exposing them.
5:11	hpl2		rc://*/ta/man/translate/figs-metaphor	expose {them	1	Speaking against the works of darkness is spoken of as bringing them out into the light so that people can see them. Alternate translation: “bring them out into the light” or “uncover them” or “show and tell people how wrong these actions are”
5:12	cd23		rc://*/ta/man/translate/writing-pronouns	them	1	Here, **them** refers to the “sons of disobedience” mentioned in 5:6 and also referred to as “them” in 5:7. If it is unclear who “them” refers to in either place, then use “those who disobey God” or a similar phrase.
5:13	sp1z				0	# General Information:\n\nIt is unknown if this quotation is a combination of quotations from the prophet Isaiah or a quotation from a hymn sung by the believers.
5:13	abdy		rc://*/ta/man/translate/grammar-connect-logic-contrast	But	1	The connecting word **But** introduces a contrast relationship. Hiding the shameful works of darkness now is in contrast to the light exposing them later.
5:13	vqi7		rc://*/ta/man/translate/figs-metaphor	everything that is revealed is light	1	Paul makes this general statement in order to imply that God’s Word shows people’s actions to be good or bad. The Bible often speaks of God’s truth as if it were **light** that could reveal the character of something. Alternate translation: “if you compare everything to what God says, you could know if it is good or bad” See the UST.
5:14	abdz		rc://*/ta/man/translate/grammar-connect-logic-result	Therefore	1	The connecting word **Therefore** introduces a reason-result relationship. The reason is that their sins will be revealed by the light. The result is that sinners should allow Christ to shine on them. Use a phrase in your language that connects a reason to a result.
5:14	z4ar		rc://*/ta/man/translate/figs-apostrophe	"Awake, O sleeper,
and arise from the dead"	1	This could mean: (1) Paul is addressing the believers and using death as a metaphor for their areas of spiritual weakness that they need to become aware of and reject. (2) Paul is addressing unbelievers who need to wake up from being dead spiritually just as a person who has died must come alive again in order to respond. See the UST.
5:14	abcl		rc://*/ta/man/translate/figs-apostrophe	O sleeper	1	This could mean: (1) Paul is addressing this comment directly to the believers who are reading or hearing the letter. (2) Paul is addressing this comment directly to unbelievers who are not reading or hearing the letter.
5:14	e873		rc://*/ta/man/translate/figs-metaphor	from the dead	1	This expression describes all **dead** people together in the underworld. To arise from among them speaks of becoming alive again and is a metaphor for becoming alive spiritually and living for God. Alternate translation: “from among all those who have died” or “from among those who are spiritually dead”
5:14	ma8w		rc://*/ta/man/translate/figs-you	will shine on you	1	Here, **you** refers to the “sleeper” and is singular.
5:14	ym6b		rc://*/ta/man/translate/figs-metaphor	Christ will shine on you	1	**Christ** will enable an unbeliever to understand how evil his deeds are and how Christ will forgive him and give him new life, just as light shows what actually is there that the darkness had hid. This aso applies to anything that a believer has not yet recognized as sinful. Alternate translation: “Christ will show you what is right”
5:15	du5n			Watch carefully, therefore, how you walk—not as unwise but as wise	1	People who are **unwise** do not guard themselves against sin. Wise people, however, can identify sin and flee from it. Alternate translation: “Therefore, you must be careful to live as a wise person rather than a foolish person”
5:15	abe0		rc://*/ta/man/translate/grammar-connect-logic-result	therefore	1	The connecting word **therefore** introduces a reason-result relationship. The reason is that Christ has shown the light on him. The result is that the sinner will walk carefully in the light. Use a phrase in your language that connects a reason to a result.
5:15	abe1		rc://*/ta/man/translate/grammar-connect-logic-contrast	but	1	The connecting word **but** introduces a contrast relationship. Being unwise is in contrast to being wise.
5:15	abe2		rc://*/ta/man/translate/figs-ellipsis	as wise	1	The verb “walk” is left out. You can state this clearly. Alternate translation: “walk as wise”
5:16	h8b1		rc://*/ta/man/translate/figs-metaphor	redeeming the time	1	Using time wisely is spoken of as if it were **redeeming the time**. Alternate translation: “doing the best things you can with your time” or “using time wisely” or “putting time to its best use”
5:16	lrb6		rc://*/ta/man/translate/figs-metonymy	because the days are evil	1	The word **days** is a metonym for what people do during those days. Alternate translation: “because the people around you are constantly doing all kinds of evil things and the opportunities that you have to do good may become few”
5:16	abe3		rc://*/ta/man/translate/grammar-connect-logic-result	because	1	The connecting word **because** introduces the reason of a reason-result relationship. The reason is that the days are evil. The result is that the believers must redeem the time. Use a phrase in your language that connects a reason to a result.
5:17	abe4		rc://*/ta/man/translate/grammar-connect-logic-result	Because of this	1	The connecting phrase **Because of this** introduces the result of a reason-result relationship. The reason is that the days are evil. The result is that the believers will not be foolish, but understand God’s will. Use a phrase in your language that connects a reason to a result.
5:17	abe5		rc://*/ta/man/translate/grammar-connect-logic-contrast	but	1	The connecting word **but** introduces a contrast relationship. Being foolish is in contrast to understanding God’s will.
5:18	tz9e				0	# Connecting Statement:\n\nPaul ends his instructions on how all believers should live.
5:18	scp1			And do not get drunk with wine	1	Alternate translation: “You should not get drunk from drinking wine”
5:18	cd33		rc://*/ta/man/translate/figs-abstractnouns	in which is recklessness	1	If your language does not use an abstract noun for the idea behind the word **recklessness**, you could express the same idea with a verbal form. Alternate translation: “which leads to reckless behavior” or “because that will ruin you”
5:18	lgw3			Instead, be filled with the Spirit	1	Alternate translation: “Instead, you should be controlled by the Holy Spirit”
5:18	abe6		rc://*/ta/man/translate/grammar-connect-logic-contrast	Instead	1	The connecting word **Instead** introduces a contrast relationship. Being drunk is in contrast to being filled with the Spirit.
5:19	egk6		rc://*/ta/man/translate/figs-merism	psalms and hymns and spiritual songs	1	This could mean: (1) Paul is using these words as a merism for “all sorts of songs to praise God” (2) Paul is listing specific forms of music.
5:19	n5jj			psalms	1	These **psalms** are probably songs from the Old Testament book of Psalms that Christians sang.
5:19	g5ss			hymns	1	These **hymns** are songs of praise and worship that may have been written specifically for Christians to sing.
5:19	v9ay		rc://*/ta/man/translate/figs-doublet	spiritual songs	1	This could mean: (1) these are songs that the Holy Spirit inspires a person to sing right at that moment (2) **spiritual songs** and “hymns” form a doublet. They mean basically the same thing, and you could use one word for these instead of two.
5:19	v3ql		rc://*/ta/man/translate/figs-metonymy	in your heart	1	Here, **heart** is a metonym for a person’s thoughts or inner being. This could mean: (1) they should do this with true motives and sincerity. Alternate translation: “from deep within your being” or “sincerely” (2) they should do this with enthusiasm: Alternate translation: “with all of your being” or “enthusiastically” See the UST.
5:20	e6w5		rc://*/ta/man/translate/figs-metaphor	in the name of our Lord Jesus Christ	1	Here, **name** could refer to: (1) Jesus himself. Alternate translation: “because you belong to our Lord Jesus Christ” (2) the authority of Jesus. Alternate translation: “with the authority of our Lord Jesus Christ”
5:20	abw5			to God, even the Father	1	Alternate translation: “to God, who is our Father”
5:22	isd7				0	# Connecting Statement:\n\nPaul begins to explain how Christians are to submit themselves to one another ([Ephesians 5:21](../05/21.md)). He starts with instructions to wives and husbands on how they should act toward each other.
5:23	abe7		rc://*/ta/man/translate/grammar-connect-logic-result	For	1	The connecting word **For** introduces the reason of a reason-result relationship. The reason is that the husband is head of the wife in the same way Christ is head of the church. The result is that wives should submit to their husbands. Use a phrase in your language that connects a reason to a result.
5:23	x637		rc://*/ta/man/translate/figs-metaphor	the head of the wife & the head of the church	1	The word **head** here represents the leader.
5:23	abc1			of the body	1	The church is often referred to as the **body** of Christ.
5:25	sx8d				0	# General Information:\n\nHere the words **himself** and **he** refer to Christ. The word **her** refers to the church.
5:25	sm9e			love your wives	1	Here, **love** means that the husband unselfishly does what is best for the wife, unselfishly serving or giving to his wife.
5:25	i24y			gave himself up	1	Alternate translation: “allowed people to kill him”
5:25	kp8k		rc://*/ta/man/translate/figs-metaphor	for her	1	Paul speaks of the assembly of believers as though it were a woman whom Jesus will marry. Alternate translation: “for us”
5:26	abe9		rc://*/ta/man/translate/grammar-connect-logic-goal	so that	1	The connecting phrase **so that** introduces a goal relationship. The goal or purpose of Christ giving himself up to death is to sanctify the church.
5:26	h6vx		rc://*/ta/man/translate/figs-metaphor	he might sanctify her, having cleansed her	1	Paul speaks of the assembly of believers as though it were a woman whom Jesus will marry. Alternate translation: “he might make us holy, having cleansed us”
5:26	a9p5		rc://*/ta/man/translate/figs-metaphor	having cleansed her by the washing of the water with the word	1	This could mean: (1) Paul is referring to God making Christ’s people clean by the preaching and acceptance of God’s **word** in the gospel message and through **water** baptism in Christ. (2) Paul is speaking of God making us spiritually clean from our sins by the message as if God were making our bodies clean by washing them with **water**.
5:27	abea		rc://*/ta/man/translate/grammar-connect-logic-goal	so that	1	The connecting phrase **so that** introduces a goal relationship. The goal or purpose of Christ cleansing the church with the word is to present the church to himself as a glorious bride.
5:27	d1sm		rc://*/ta/man/translate/figs-metaphor	not having stain or wrinkle	1	Paul speaks of the church as though it were a garment that is clean and in perfect condition. Alternate translation: “not having any defect”
5:27	abcm		rc://*/ta/man/translate/figs-doublet	not having stain or wrinkle	1	Here, **stain** and **wrinkle** represent the same idea of defect in two ways to emphasize the church’s purity. If your language does not have two different words, you can use one word for this.
5:27	abeb		rc://*/ta/man/translate/grammar-connect-logic-contrast	but	1	The connecting word **but** introduces a contrast relationship. The church having stains and wrinkles of sin is in contrast to the church being holy and blameless.
5:27	abec		rc://*/ta/man/translate/grammar-connect-logic-goal	so that	2	The connecting phrase **so that** introduces a goal relationship. The goal or purpose of Christ washing the church is to make the church holy and blameless.
5:27	jvi4		rc://*/ta/man/translate/figs-doublet	holy and blameless	1	Here, **blameless** means basically the same thing as **holy**. Paul uses the two together to emphasize the church’s purity. If your language does not have two different words, you can use one word for this.
5:28	wp8b		rc://*/ta/man/translate/figs-explicit	as their own bodies	1	You can state explicitly that people love **their own bodies**. Alternate translation: “as husbands love their own bodies”
5:29	h5aa			but he nourishes	1	Alternate translation: “but he feeds”
5:29	abed		rc://*/ta/man/translate/grammar-connect-logic-contrast	but	1	The connecting word **but** introduces a contrast relationship. Hating one’s own body is in contrast to caring for it.
5:30	abee		rc://*/ta/man/translate/grammar-connect-logic-result	because	1	The connecting word **because** introduces the reason of a reason-result relationship. The reason is that the church is Christ’s body. The result is that Christ cares for the church. Use a phrase in your language that connects a reason to a result.
5:30	h44f		rc://*/ta/man/translate/figs-metaphor	we are members of his body	1	Here Paul speaks of the close union of believers with Christ as if they were part of his own **body**, for which he would naturally care.
5:31	yp23				0	# General Information:\n\nThe quotation is from the writings of Moses in the Old Testament.
5:31	yp24				0	# General Information:\n\nThe word **his** refers to a male believer who marries.
5:31	abef		rc://*/ta/man/translate/grammar-connect-logic-result	Because of this	1	The connecting phrase **Because of this** introduces the result of a reason-result relationship. In this case, this phrase is part of a quotation from Genesis 2:24 and so the reason is not stated here, but it is stated in Genesis 2:23 that woman was created out of man. The result is that a man will leave his father and mother and be joined to his wife. If it is confusing to not state the reason, you could include a footnote that says, “the reason for this is that woman was created out of man. See Genesis 2:23”
6:intro	r7c3				0	# Ephesians 6 General Notes\n\n## Religious and Cultural Concepts in This Chapter\n\n### Slavery\n\nPaul does not write in this chapter about whether slavery is good or bad. Paul teaches about working to please God whether as a slave or as a master. What Paul teaches here about slavery would have been surprising. In his time, masters were not expected to treat their slaves with respect and not threaten them.\n\n## Translation Issues in This Chapter\n\n### Armor of God\n\nThis extended metaphor describes how Christians can protect themselves when spiritually attacked. (See: [[rc://*/tw/dict/bible/kt/spirit]] and [[rc://*/ta/man/translate/figs-metaphor]])
6:1-3	wq46		rc://*/ta/man/translate/figs-you		0	# General Information:\n\nThe command in verse one is plural. Then in verses two and three Paul quotes from the law of Moses. Moses was talking to the people of Israel as though they were one person, so **your** and **you** are singular there. If that does not make sense, you may need to translate them as plurals.
6:1	jf17				0	# Connecting Statement:\n\nPaul continues to explain how Christians are to submit themselves to each other. He gives instructions to children, fathers, workers, and masters.
6:1	ev8m			in the Lord	1	Alternate translation: “because you belong to the Lord” or “as followers of the Lord”
6:1	abeg		rc://*/ta/man/translate/grammar-connect-logic-result	for	1	The connecting word **for** introduces the reason of a reason-result relationship. The reason is that children should do what is right. The result is that children should obey their parents. Use a phrase in your language that connects a reason to a result.
6:3	abeh		rc://*/ta/man/translate/grammar-connect-logic-goal	so that	1	The connecting phrase **so that** introduces a goal relationship. The goal or purpose of obeying your father and mother is to live well and long on the earth.
6:4	bb7g			do not provoke your children to anger	1	Alternate translation: “do not make your children angry” or “do not cause your children to be angry”
6:4	abei		rc://*/ta/man/translate/grammar-connect-logic-contrast	Instead	1	The connecting word **Instead** introduces a contrast relationship. Fathers provoking their children to anger is in contrast to raising their children in discipline and instruction.
6:4	ytg5		rc://*/ta/man/translate/figs-abstractnouns	raise them in the discipline and instruction of the Lord	1	If your language does not use an abstract noun for the idea behind the words **discipline** and **instruction**, you could express the same ideas with verbal forms. Alternate translation: “teach them to become adults by making sure that they know and do what the Lord wants them to do”
6:5	s1pq		rc://*/ta/man/translate/figs-doublet	fear and trembling	1	The phrase **fear and trembling** uses two similar ideas to emphasize the importance of honoring their masters. Alternate translation: “with deep respect”
6:5	z6xx		rc://*/ta/man/translate/figs-hyperbole	and trembling	1	Here, **trembling** is an exaggeration used to emphasize how important it is that slaves obey their masters. Alternate translation: “and deep respect” or “as though you were shaking with fear”
6:5	pd6z		rc://*/ta/man/translate/figs-metonymy	in honesty of your heart	1	Here, **heart** is a metonym for a person’s mind or intentions. Alternate translation: “with honesty” or “with sincerity”
6:5	ab6z		rc://*/ta/man/translate/figs-abstractnouns	in honesty	1	If your language does not use an abstract noun for the idea behind the word **honesty**, you could express the same idea with a verbal form. Alternate translation: “honestly” or “sincerely”
6:5	cd6z		rc://*/ta/man/translate/figs-explicit	as to Christ	1	To make the meaning of this phrase clear, you may want to include the verb here: “as you obey Christ.”
6:6	abej		rc://*/ta/man/translate/grammar-connect-logic-contrast	but	1	The connecting word **but** introduces a contrast relationship. Obeying our masters as men-pleasers is in contrast to obeying them because we are slaves of Christ.
6:6	l9ve			as slaves of Christ	1	Alternate translation: “as though your earthly master were Christ himself”
6:6	u5fn		rc://*/ta/man/translate/figs-metonymy	from the soul	1	Here, **soul** is a metonym for “attitudes” or “intentions.” Alternate translation: “wholeheartedly” or “enthusiastically”
6:9	i85s		rc://*/ta/man/translate/figs-explicit	do the same to them	1	Here, **the same** refers back to “if he does something good” from ([Ephesians 6:8](../06/08.md)). Alternate translation: “you also must treat your slaves well” or “just as slaves must do good to their masters, you also must do good to your slaves”
6:9	wii4			You know that the Master, both theirs and yours, is in heaven	1	Alternate translation: “You know that Christ is the Master of both slaves and their masters, and that he is in heaven”
6:9	r9ue			there is no favoritism with him	1	Alternate translation: “he judges everyone the same way”
6:10	t5th				0	# Connecting Statement:\n\nPaul gives instructions to make believers strong in this battle we are in for God.
6:10	e4mg		rc://*/ta/man/translate/figs-doublet	the force of his strength	1	These two words are very similar in meaning. Together, they reinforce each other. See how you translated this phrase near the end of [Ephesians 1:19](../01/19.md) Alternate translation: “his great power”
6:11	n8x8		rc://*/ta/man/translate/figs-metaphor	Put on the whole armor of God, to enable you to stand against the scheming of the devil	1	In this metaphor, Paul pictures the spiritual resources that **God** gives to all Christians as a soldier’s **armor**. Alternate translation: “Just as a soldier puts on armor to protect himself from enemy attacks, use all of God’s resources to stand firmly against the devil”
6:11	ra3y			the scheming	1	Alternate translation: “the tricky plans”
6:12	abek		rc://*/ta/man/translate/grammar-connect-logic-result	For	1	The connecting word **For** introduces the reason of a reason-result relationship. The reason is that we are in a struggle against spiritual forces of darkness. The result is that we should put on the whole armor of God. Use a phrase in your language that connects a reason to a result.
6:12	d7be		rc://*/ta/man/translate/figs-synecdoche	blood and flesh	1	This expression refers to people, not to spirits who do not have human bodies. Alternate translation: “human beings”
6:12	abel		rc://*/ta/man/translate/grammar-connect-logic-contrast	but	1	The connecting word **but** introduces a contrast relationship. People made of flesh and blood are in contrast to spiritual forces.
6:12	ftu4		rc://*/ta/man/translate/figs-explicit	against the world-controllers	1	Here it is implied that **the world-controllers** refers to powerful spiritual beings. Alternate translation: “against the powerful spiritual beings that rule over people”
6:12	abcn		rc://*/ta/man/translate/figs-metaphor	of this darkness	1	Here, **darkness** is a metaphor for things that are evil. Alternate translation: “during this present evil time”
6:13	jrn9		rc://*/ta/man/translate/figs-metaphor	Because of this, put on the whole armor of God	1	Christians should use the protective resources **God** gives them in fighting the devil in the same way that a soldier puts on **armor** to protect himself against his enemies. See the UST.
