Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
4:11	abr1			לְ⁠הָמִ֔ית	to cause to die	1	Alternate translation: “that person must be executed” or “the guards will kill that person”
4:11	abr2		rc://*/ta/man/translate/translate-symaction	לְ֠⁠בַד מֵ⁠אֲשֶׁ֨ר יֽוֹשִׁיט־ל֥⁠וֹ הַ⁠מֶּ֛לֶךְ אֶת־שַׁרְבִ֥יט הַ⁠זָּהָ֖ב	apart from when the king holds out to him the scepter of gold	1	If the king pointed his scepter toward a person, that meant that the king was accepting him. Alternate translation: “unless the king extends his golden scepter towards him”
4:11	abr3		rc://*/ta/man/translate/translate-unknown	שַׁרְבִ֥יט הַ⁠זָּהָ֖ב	the scepter of gold	1	A scepter was an ornamental staff or wand that rulers carried or held as a symbol of their authority. According to this, the scepter of King Ahasuerus was made of gold. Alternate translation: “golden scepter”
4:11	ilp4		rc://*/ta/man/translate/figs-explicit	וְ⁠חָיָ֑ה	then he will live	1	This means that the guards will not kill this person and he can proceed to speak to the king. If it would be helpful in your language, you could say this explicitly. Alternate translation: “then the guards will not kill him and he can speak to the king”
4:11	abr4		rc://*/ta/man/translate/figs-explicit	וַ⁠אֲנִ֗י לֹ֤א נִקְרֵ֨אתי֙ לָ⁠ב֣וֹא אֶל־הַ⁠מֶּ֔לֶךְ זֶ֖ה שְׁלוֹשִׁ֥ים יֽוֹם	But as for me, I have not been called to come to the king these 30 days	1	Esther is saying by implication that she cannot speak to the king as Mordecai has requested because the king has not been calling for her, which would have given her an opportunity to speak to him. If she goes without being summoned, she could be put to death. If it would be helpful in your language, you could say this explicitly, as in the UST.
4:11	j49r		rc://*/ta/man/translate/grammar-connect-logic-contrast	וַ⁠אֲנִ֗י	But as for me	1	This expression indicates a contrast between Esther’s present situation and the situation she has just described.
4:11	abr5			זֶ֖ה שְׁלוֹשִׁ֥ים יֽוֹם	these 30 days	1	The phrase means that Esther has not been called in the king’s presence for a period of at least 30 days. You could use an equivalent expression in your language that would indicate this is a long enough time that Esther has reason to believe the king is not interested in seeing her. Alternate translation: “in over a month”
4:11	gv1v		rc://*/ta/man/translate/translate-numbers	זֶ֖ה שְׁלוֹשִׁ֥ים יֽוֹם	these 30 days	1	Alternate translation: “thirty days”
4:12	abr6			וַ⁠יַּגִּ֣ידוּ לְ⁠מָרְדֳּכָ֔י	And they told to Mordecai	1	From this point on, the author focuses only on Mordecai and Esther and does not specify who the messenger is. You can use a general phrase such as, “they told Mordecai” or “Mordecai was told” or “messengers told Mordecai.” If it would be helpful to your readers, you could continue to specify that the messenger was Hathak. The UST models a way to do that.
4:13	abr7			וַ⁠יֹּ֥אמֶר מָרְדֳּכַ֖י לְ⁠הָשִׁ֣יב אֶל־אֶסְתֵּ֑ר	And Mordecai said to return to Esther	1	Alternate translation: “then Mordecai sent back this message to Esther”
4:14	i1uy		rc://*/ta/man/translate/figs-personification	רֶ֣וַח וְ⁠הַצָּלָ֞ה יַעֲמ֤וֹד לַ⁠יְּהוּדִים֙ מִ⁠מָּק֣וֹם אַחֵ֔ר	relief and deliverance will arise for the Jews from another place	1	Here, **relief** and **deliverance** are spoken of as if they are living things that can rise up. Alternate translation: “someone else will rise up from another place and rescue the Jews”
4:14	t3k7		rc://*/ta/man/translate/figs-doublet	רֶ֣וַח וְ⁠הַצָּלָ֞ה	relief and deliverance	1	Here, **relief** and **deliverance** mean very similar things. They are used together to emphasize the great emotion behind being delivered from this great evil. If it works better in your language, you can use one word instead of two, as in the UST.
4:14	abs0			וְ⁠אַ֥תְּ וּ⁠בֵית־אָבִ֖י⁠ךְ תֹּאבֵ֑דוּ	but you and the house of your father will perish	1	The implication is that the Jews will be rescued starting in that other place, but the ones living in Susa will still be in danger because no one who could have helped them there (such as Esther) would have done anything. Alternate translation: “you and your relatives will be killed”
4:14	dtg7		rc://*/ta/man/translate/figs-rquestion	וּ⁠מִ֣י יוֹדֵ֔עַ אִם־לְ⁠עֵ֣ת כָּ⁠זֹ֔את הִגַּ֖עַתְּ לַ⁠מַּלְכֽוּת	And who knows if you have arrived at royalty for such a time as this	1	This is really a statement, and it is about what is happening right then. Mordecai asks it in question form so that Esther will think deeply about her role in this situation. Alternate translation: “who knows, perhaps it was to intervene in this very situation that you became queen”
4:16	d6cq		rc://*/ta/man/translate/figs-activepassive	כָּל־הַ⁠יְּהוּדִ֜ים הַֽ⁠נִּמְצְאִ֣ים בְּ⁠שׁוּשָׁ֗ן	all the Jews who are found in Susa	1	You can say this with an active form. Alternate translation: “all the Jews who live here in Susa”
4:16	t2wg		rc://*/ta/man/translate/translate-symaction	וְ⁠צ֣וּמוּ עָ֠לַ⁠י	And fast on account of me	1	The verb **fast** here is plural, including Mordecai and all of the Jews. Fasting (that is, going without eating) was a symbolic act that the Jews did when they were praying intensely. You could make the connection with prayer explicit. Alternate translation: “fast and pray for me”
4:16	qw8v		rc://*/ta/man/translate/translate-numbers	וְ⁠אַל־תֹּאכְל֨וּ וְ⁠אַל־תִּשְׁתּ֜וּ שְׁלֹ֤שֶׁת יָמִים֙ לַ֣יְלָה וָ⁠י֔וֹם	neither eating nor drinking for three days, both night and day	1	This expression means that Esther was asking the Jews in Susa not to eat or drink anything during the day or the night for a period of three days. Alternate translation: “tell them to not eat or drink anything for three days and three nights”
4:16	j51r			גַּם־אֲנִ֥י וְ⁠נַעֲרֹתַ֖⁠י אָצ֣וּם כֵּ֑ן	Also, I myself and my young female attendants will fast likewise	1	Alternate translation: “my maids and I will also fast”
4:16	abs2			וּ⁠בְ⁠כֵ֞ן	Then, in such circumstances	1	Alternate translation: “after we have all done that, and while still fasting”
4:16	abs3			אֲשֶׁ֣ר לֹֽא־כַ⁠דָּ֔ת	which is not according to the law	1	Alternate translation: “even though there is a law against going without being summoned”
4:16	abs4			וְ⁠כַ⁠אֲשֶׁ֥ר אָבַ֖דְתִּי אָבָֽדְתִּי	And if I perish, I perish	1	Alternate translation: “then if they kill me, they kill me”
4:17	abs5		rc://*/ta/man/translate/figs-explicit	וַֽ⁠יַּעֲבֹ֖ר מָרְדֳּכָ֑י	And Mordecai went	1	The implication is that Mordecai did this after Hathak brought Esther’s reply back to him. If it would be helpful in your language, you could say this explicitly. Alternate translation: “so after Hathak told this to Mordecai, he went”
4:17	abs6			כְּ⁠כֹ֛ל אֲשֶׁר־צִוְּתָ֥ה עָלָ֖י⁠ו אֶסְתֵּֽר	according to the whole charge that Esther had laid upon him	1	Alternate translation: “everything that Esther had told him to do”
5:intro	k5ff					0	# Esther 5 General Notes\n\n## Structure and Formatting\n\nThis chapter begins a section about Haman’s fall (Chapters 5–7).\n\n## Religious and Cultural Concepts in This Chapter\n\n### Esther’s respect\n\nEsther approached the king with the utmost of respect. By doing this, her character became respected by the king. (See: [[rc://*/ta/man/translate/figs-explicit]])
5:1	j53r		rc://*/ta/man/translate/writing-newevent	וַ⁠יְהִ֣י ׀ בַּ⁠יּ֣וֹם הַ⁠שְּׁלִישִׁ֗י	And it happened on the third day	1	This introduces a new event in the story. Alternate translation: “three days later” or “when Esther had been fasting for three days”
5:1	abs7		rc://*/ta/man/translate/figs-abstractnouns	וַ⁠תִּלְבַּ֤שׁ אֶסְתֵּר֙ מַלְכ֔וּת	that Esther put on royalty	1	If your language does not use an abstract noun for the idea behind the word **royalty**, you can express the same idea with an adjective and a concrete noun. Alternate translation: “Esther put on the robes that showed that she was the queen”
5:1	abs8		rc://*/ta/man/translate/figs-explicit	וַ⁠תִּלְבַּ֤שׁ אֶסְתֵּר֙ מַלְכ֔וּת	that Esther put on royalty	1	It is clear from the story that before she went to see the king, Esther got a banquet ready so that she could invite him and Haman to come to it right away. If it is confusing to leave that out, you can explain that here. Alternate translation, add: “Esther prepared a grand banquet and then put on her royal robes”
5:1	abs9			בַּ⁠חֲצַ֤ר בֵּית־הַ⁠מֶּ֨לֶךְ֙ הַ⁠פְּנִימִ֔ית	in the inner court of the palace of the king	1	See how you translated this in [4:11](../04/11.md). Alternate translation: “the inner courtyard of the palace”
5:1	uk7p			נֹ֖כַח בֵּ֣ית הַ⁠מֶּ֑לֶךְ	opposite to the house of the king	1	Alternate translation: “across from the room where the king was”
5:1	abt0		rc://*/ta/man/translate/figs-abstractnouns	וְ֠⁠הַ⁠מֶּלֶךְ יוֹשֵׁ֞ב עַל־כִּסֵּ֤א מַלְכוּת⁠וֹ֙ בְּ⁠בֵ֣ית הַ⁠מַּלְכ֔וּת	Now the king was sitting on the throne of his royalty in the palace of royalty	1	**Royalty** is an abstract noun that refers to those things that belonged only to the king. You can translate this idea with a verb, “the throne he ruled from” and “the palace where he reigned,” or with an adjective, “his royal throne” and “his royal palace.” Alternate translation: “in the throne room of the palace, sitting on the king’s throne”
5:1	j55r			נֹ֖כַח פֶּ֥תַח הַ⁠בָּֽיִת	opposite to the entrance of the palace	1	Alternate translation: “facing the entrance of the room”
5:2	abt1		rc://*/ta/man/translate/grammar-connect-time-sequential	וַ⁠יְהִי֩	And it happened that	1	This expression introduces what happened next. Alternate translation: “Now” or “and”
5:2	abt2			כִ⁠רְא֨וֹת	as soon as & saw	1	Alternate translation: “when … noticed”
5:2	j57r		rc://*/ta/man/translate/figs-idiom	נָשְׂאָ֥ה חֵ֖ן בְּ⁠עֵינָ֑י⁠ו	she lifted favor in his eyes	1	See how you translated similar expressions in 2:9, 2:15, and 2:17. Review the explanations there if that would be helpful. In this context, it probably means that King Ahasuerus **thought Esther looked very attractive** as she stood in the court. It could also mean that King Ahasuerus was very pleased to see her. It could mean both. Alternate translation: “he was very pleased to see her” or “he approved of her”
5:2	pw4x		rc://*/ta/man/translate/figs-metaphor	נָשְׂאָ֥ה חֵ֖ן בְּ⁠עֵינָ֑י⁠ו	she lifted favor in his eyes	1	Here, **eyes** represent seeing, and seeing is a metaphor for knowledge, notice, attention, or judgment. This phrase means that King Ahasuerus decided not to kill Esther for coming into the inner court without being summoned. Alternate translation: “he was very pleased to see her”
5:2	uu8s		rc://*/ta/man/translate/translate-symaction	וַ⁠יּ֨וֹשֶׁט הַ⁠מֶּ֜לֶךְ לְ⁠אֶסְתֵּ֗ר אֶת־שַׁרְבִ֤יט הַ⁠זָּהָב֙ אֲשֶׁ֣ר בְּ⁠יָד֔⁠וֹ	And the king held out to Esther the scepter of gold that was in his hand	1	King Ahasuerus did this to show that he would not enforce the law that said that Esther should be executed for coming into the king’s inner court without being summoned. See how you translated this in 4:11. Alternate translation: “he extended the gold scepter toward her.”
5:2	abt3		rc://*/ta/man/translate/figs-explicit	וַ⁠יּ֨וֹשֶׁט הַ⁠מֶּ֜לֶךְ לְ⁠אֶסְתֵּ֗ר אֶת־שַׁרְבִ֤יט הַ⁠זָּהָב֙ אֲשֶׁ֣ר בְּ⁠יָד֔⁠וֹ	And the king held out to Esther the scepter of gold that was in his hand	1	King Ahasuerus did this to show that he would not enforce the law that said Esther should be executed. If it would be helpful in your language, you could say this explicitly. Alternate translation: “he extended the gold scepter toward her to signal that he would be glad to talk to her.”
5:2	abt4			וַ⁠תִּקְרַ֣ב	so & approached	1	Alternate translation; “so … came close” or “so … came up to the throne”
5:2	z4mn		rc://*/ta/man/translate/translate-symaction	וַ⁠תִּגַּ֖ע בְּ⁠רֹ֥אשׁ הַ⁠שַּׁרְבִֽיט	and touched the head of the scepter	1	This action was probably customary for a king’s subjects in a Persian court, when the king extended the royal scepter.
5:2	abt5		rc://*/ta/man/translate/figs-explicit	וַ⁠תִּגַּ֖ע בְּ⁠רֹ֥אשׁ הַ⁠שַּׁרְבִֽיט	and touched the head of the scepter	1	This action demonstrated that Esther respected the authority of King Ahasuerus and was thankful for his kindness to her. If it would be helpful for your readers, you could include that information here, such as: “ … to show that she respected his authority.”
5:2	j59r		rc://*/ta/man/translate/figs-metonymy	בְּ⁠רֹ֥אשׁ הַ⁠שַּׁרְבִֽיט	the head of the scepter	1	Here, **head** is a metonym meaning the top (or uppermost part) of an object or location. This phrase means that Esther touched the top of the king’s scepter on the end that was extended toward her. Alternate translation: “the top of the scepter” or “the tip of the scepter”
5:3	abt6			מַה־לָּ֖⁠ךְ אֶסְתֵּ֣ר הַ⁠מַּלְכָּ֑ה	What is to you, Esther the queen	1	Alternate translation: “What do you want, Queen Esther?”
5:3	abt7		rc://*/ta/man/translate/figs-parallelism	מַה־לָּ֖⁠ךְ אֶסְתֵּ֣ר הַ⁠מַּלְכָּ֑ה וּ⁠מַה־בַּקָּשָׁתֵ֛⁠ךְ	What is to you, Esther the queen? And what is your request	1	These two phrases mean almost the same thing. Ahasuerus says the same thing twice, in slightly different ways, to show that he is very interested in hearing why Esther has come to see him. You do not need to repeat both phrases in your translation if it would be more natural in your language to combine them into one. Alternate translation: “What do you want, Queen Esther?”
5:3	j61r		rc://*/ta/man/translate/figs-hyperbole	עַד־חֲצִ֥י הַ⁠מַּלְכ֖וּת וְ⁠יִנָּ֥תֵֽן לָֽ⁠ךְ	As much as half of the kingdom, and let it be given to you	1	This was probably a formal and customary expression in the Persian royal court, meant to show honor to the person making a request of the king and to indicate the king’s willingness to be very generous when answering the request. King Ahasuerus was almost certainly not offering to give Esther half of his kingdom. If it would be helpful in your language, you could express the meaning: “I will give you anything you ask for, no matter how great it is.” Alternate translation: “I will give you what you want, even if you ask me to give you half of my kingdom!”
5:3	c6h7		rc://*/ta/man/translate/figs-activepassive	וְ⁠יִנָּ֥תֵֽן לָֽ⁠ךְ	and let it be given to you	1	You can say this with an active form, and you can say who will do the action. Alternate translation: “I will give you anything you ask for” or “I will give you what you want”
5:4	abt8		rc://*/ta/man/translate/figs-idiom	אִם־עַל־הַ⁠מֶּ֖לֶךְ ט֑וֹב	If it is good to the king	1	This is an idiom. See how you translated it in 1:19 and 3:9. Alternate translation: “If it seems like a good idea to you, O king”
5:4	m3uy		rc://*/ta/man/translate/figs-123person	אִם־עַל־הַ⁠מֶּ֖לֶךְ ט֑וֹב	If it is good to the king	1	Esther speaks to the king in the third person as a sign of respect. Alternate translation: “if it seems like a good idea to you, O king”
5:4	j63r		rc://*/ta/man/translate/figs-123person	יָב֨וֹא הַ⁠מֶּ֤לֶךְ וְ⁠הָמָן֙	let the king come with Haman	1	Esther speaks to the king in the third person as a sign of respect. Alternate translation: “O king, please come with Haman” or “you and Haman come”
5:4	abt9		rc://*/ta/man/translate/figs-123person	הַ⁠מִּשְׁתֶּ֖ה אֲשֶׁר־עָשִׂ֥יתִי לֽ⁠וֹ	the banquet that I have made for him	1	Esther speaks to the king in the third person as a sign of respect. Alternate translation: “the banquet that I have prepared for you”
5:4	abu0		rc://*/ta/man/translate/figs-yousingular	הַ⁠מִּשְׁתֶּ֖ה אֲשֶׁר־עָשִׂ֥יתִי לֽ⁠וֹ	the banquet that I have made for him	1	If you decide to translate this as “the banquet that I have prepared for you,” then the word “you” should be singular, since here it refers just to the king.
5:5	abu1		rc://*/ta/man/translate/figs-explicit	וַ⁠יֹּ֣אמֶר הַ⁠מֶּ֔לֶךְ	And the king said	1	The king would have said this to his servants, not to Esther. If it would be helpful in your language, you could say that explicitly. Alternate translation: “The king said to his servants”
5:5	abu2			מַהֲרוּ֙ אֶת־הָמָ֔ן לַ⁠עֲשׂ֖וֹת אֶת־דְּבַ֣ר אֶסְתֵּ֑ר	Bring Haman quickly in order to do the word of Esther	1	The **word of Esther** means her invitation to the banquet. Alternate translation: “go and get Haman and bring him quickly to the banquet that Esther has prepared”
5:5	abu3			עָשְׂתָ֥ה	had made	1	Alternate translation: “had prepared for them”
5:6	d5wr		rc://*/ta/man/translate/figs-parallelism	מַה־שְּׁאֵלָתֵ֖⁠ךְ וְ⁠יִנָּ֣תֵֽן לָ֑⁠ךְ וּ⁠מַה־בַּקָּשָׁתֵ֛⁠ךְ עַד־חֲצִ֥י הַ⁠מַּלְכ֖וּת וְ⁠תֵעָֽשׂ	What is your petition? And let it be given to you. And what is your request? As much as half of the kingdom, and let it be done	1	These two question-and-statement pairs mean almost the same thing. Ahasuerus says the same thing twice in slightly different ways to show that he is truly disposed to give Esther whatever she wants. If this is confusing, you do not need to repeat both phrases in your translation. you can combine them into one or replace the repetition with a statement of what the repetition means, as in the UST. Alternate translation: “now please tell me what you really want. I will do it for you”
5:6	pj3p		rc://*/ta/man/translate/figs-explicit	מַה־שְּׁאֵלָתֵ֖⁠ךְ וְ⁠יִנָּ֣תֵֽן לָ֑⁠ךְ וּ⁠מַה־בַּקָּשָׁתֵ֛⁠ךְ עַד־חֲצִ֥י הַ⁠מַּלְכ֖וּת וְ⁠תֵעָֽשׂ	What is your petition? And let it be given to you. And what is your request? As much as half of the kingdom, and let it be done	1	When Ahasuerus asked Esther in the throne room what she wanted, she said that she wanted him and Haman to come to a banquet she had prepared. But since the king asks her once again at the banquet what she wants, it is clear that he knew this was not her real request. Instead, he knew that she wanted to show him hospitality first, as a gesture of respect for him and their relationship. You can indicate this by translating, “Now please tell me what you really want.”
5:6	q5nt		rc://*/ta/man/translate/figs-abstractnouns	שְּׁאֵלָתֵ֖⁠ךְ & בַּקָּשָׁתֵ֛⁠ךְ	is your petition? & is your request	1	The two abstract nouns **petition** and **request** can be expressed with a single phrase using the verb “want.” Alternate translation: “what you really want”
5:6	e2v2		rc://*/ta/man/translate/figs-activepassive	וְ⁠יִנָּ֣תֵֽן & וְ⁠תֵעָֽשׂ	And let it be given & and let it be done	1	You can capture these parallel passive statements with one statement using an active form. Alternate translation: “I will give you anything you ask for”
5:6	j65r			עַד־חֲצִ֥י הַ⁠מַּלְכ֖וּת	As much as half of the kingdom	1	See how you translated this expression in [5:3](../05/03.md). Review the explanation there if that would be helpful. Alternate translation: “I will give you anything you ask for, no matter how great it is”
5:7	abu5		rc://*/ta/man/translate/figs-hendiadys	וַ⁠תַּ֥עַן & וַ⁠תֹּאמַ֑ר	And & answered and said	1	Here a single idea is being expressed by using two words connected with “and.” Together the two words mean that Esther responded to the question that the king asked her. Alternate translation: “answered” or “replied”
5:7	r4aw		rc://*/ta/man/translate/figs-doublet	שְׁאֵלָתִ֖⁠י וּ⁠בַקָּשָׁתִֽ⁠י	My petition and my request	1	The words **petition** and **request** mean the same thing. Esther probably used these words together as a way of speaking very formally and respectfully to the king. Alternate translation: “this is what I want”
5:7	abu6		rc://*/ta/man/translate/figs-abstractnouns	שְׁאֵלָתִ֖⁠י וּ⁠בַקָּשָׁתִֽ⁠י	My petition and my request	1	The two abstract nouns **petition** and **request** can be expressed with a single phrase using the verb “want.” Alternate translation: “this is what I want”
5:8	c2br		rc://*/ta/man/translate/figs-idiom	אִם־מָצָ֨אתִי חֵ֜ן בְּ⁠עֵינֵ֣י הַ⁠מֶּ֗לֶךְ	if I have found favor in the eyes of the king	1	The expression **find favor** means to gain the approval or acceptance of another person. Alternate translation: “if you are pleased with me”
5:8	abu7		rc://*/ta/man/translate/figs-metaphor	אִם־מָצָ֨אתִי חֵ֜ן בְּ⁠עֵינֵ֣י הַ⁠מֶּ֗לֶךְ	if I have found favor in the eyes of the king	1	Here, **eyes** represent seeing, and seeing is a metaphor for knowledge, notice, attention, or judgment. The phrase means the King Ahasuerus is pleased with Esther and willing to grant her request. Alternate translation: “if the king evaluates me and approves” or “if the king is pleased with me”
5:8	c2jy		rc://*/ta/man/translate/figs-123person	אִם־מָצָ֨אתִי חֵ֜ן בְּ⁠עֵינֵ֣י הַ⁠מֶּ֗לֶךְ	if I have found favor in the eyes of the king	1	Esther speaks to the king in the third person as a sign of respect. Alternate translation: “if you evaluate me and approve” or “if you are pleased with me”
5:8	abu8		rc://*/ta/man/translate/figs-idiom	וְ⁠אִם־עַל־הַ⁠מֶּ֨לֶךְ֙ ט֔וֹב	and if it is good to the king	1	This is an idiom. See how you translated it in [1:19](../01/19.md), [3:9](../03/09.md), and [5:4](../05/04.md). Alternate translation: “If it seems like a good idea to you, O king”
5:8	j69r		rc://*/ta/man/translate/figs-doublet	לָ⁠תֵת֙ אֶת־שְׁאֵ֣לָתִ֔⁠י וְ⁠לַ⁠עֲשׂ֖וֹת אֶת־בַּקָּשָׁתִ֑⁠י	to grant my petition and to perform my request	1	The phrases **to grant my petition** and **to perform my request** mean the same thing. Alternate translation: “to do what I want”
5:8	x8hf		rc://*/ta/man/translate/figs-123person	יָב֧וֹא הַ⁠מֶּ֣לֶךְ וְ⁠הָמָ֗ן אֶל־הַ⁠מִּשְׁתֶּה֙ אֲשֶׁ֣ר אֶֽעֱשֶׂ֣ה לָ⁠הֶ֔ם	let the king come with Haman to the banquet that I will make for them	1	Esther speaks to the king in the third person as a sign of respect. Alternate translation: “please come with Haman to another banquet that I will prepare for you”
5:8	j71r		rc://*/ta/man/translate/figs-youdual	יָב֧וֹא הַ⁠מֶּ֣לֶךְ וְ⁠הָמָ֗ן אֶל־הַ⁠מִּשְׁתֶּה֙ אֲשֶׁ֣ר אֶֽעֱשֶׂ֣ה לָ⁠הֶ֔ם	let the king come with Haman to the banquet that I will make for them	1	If you decide to translate this as “the banquet that I have prepared for you,” then the word “you” should be dual if your language uses that form, since it refers to the king and Haman, otherwise it should be plural.
5:8	abu9			וּ⁠מָחָ֥ר אֶֽעֱשֶׂ֖ה כִּ⁠דְבַ֥ר הַ⁠מֶּֽלֶךְ	and tomorrow I will do according to the word of the king	1	The **word of the king** means his request for Esther to tell him what she wants. Alternate translation: “I will answer your question then”
5:8	gf9b		rc://*/ta/man/translate/figs-123person	כִּ⁠דְבַ֥ר הַ⁠מֶּֽלֶךְ	according to the word of the king	1	Esther speaks to the king in the third person as a sign of respect. Alternate translation: “according to your word”
5:9	abv1			וַ⁠יֵּצֵ֤א	And & went out	1	Alternate translation: “and … left the banquet”
5:9	j73r		rc://*/ta/man/translate/figs-doublet	שָׂמֵ֖חַ וְ⁠ט֣וֹב לֵ֑ב	joyful and pleased of heart	1	The word **joyful** and the phrase **good of heart** mean the same thing. These terms are used together to show that Haman was very happy after attending Esther’s banquet with King Ahasuerus. Alternate translation: “feeling very good”
5:9	j75r		rc://*/ta/man/translate/figs-metaphor	וְ⁠ט֣וֹב לֵ֑ב	and pleased of heart	1	Here, **heart** represents the action of thinking or feeling. The phrase means that Haman felt happy.
5:9	dkg6		rc://*/ta/man/translate/figs-explicit	וְ⁠לֹא־קָם֙	that he neither rose up	1	Under other circumstances, officials were expected to bow low to the ground to show respect for Haman. See [3:2](../03/02.md). But since Mordecai was already sitting on the ground as a sign of mourning, he would have been expected to stand up to show respect. If it would be helpful in your language, you could say this explicitly. Alternate translation: “Mordecai did not stand up to show respect for Haman”
5:9	j77r		rc://*/ta/man/translate/translate-symaction	וְ⁠לֹא־זָ֣ע מִמֶּ֔⁠נּוּ	nor trembled from him	1	The phrase means that Mordecai was not afraid of Haman or of what Haman might do to him for refusing to show the respect that the king had commanded. Alternate translation: “or tremble fearfully in front of him”
5:9	s47u		rc://*/ta/man/translate/figs-metaphor	וַ⁠יִּמָּלֵ֥א הָמָ֛ן עַֽל־מָרְדֳּכַ֖י חֵמָֽה	then Haman was filled with rage on account of Mordecai	1	Here, **Haman’s rage** is described as something that could fill him up. See how you translated this expression in [3:5](../03/05.md). Alternate translation: “Haman became very angry because of Mordecai”
5:10	v5nl		rc://*/ta/man/translate/grammar-connect-logic-contrast	וַ⁠יִּתְאַפַּ֣ק הָמָ֔ן	But Haman restrained himself	1	There is a contrast between this sentence and the previous one. Haman felt very much like doing one thing, but he decided it would be better to do something else. The contrast can be indicated with a phrase such as “but even though.” Alternate translation: “but even though Haman was so angry, he kept himself from losing his temper” or “Haman refused to show how angry he was”
5:10	bcn1		rc://*/ta/man/translate/translate-names	זֶ֥רֶשׁ	Zeresh	1	This is a woman’s name. It occurs several times in this chapter and the next. Be sure to translate it consistently.
5:11	abv4			וַ⁠יְסַפֵּ֨ר לָ⁠הֶ֥ם	And & recounted to them	1	Alternate translation: “then … made a long speech to them about”
5:11	mvm5		rc://*/ta/man/translate/figs-abstractnouns	כְּב֥וֹד עָשְׁר֖⁠וֹ	the glory of his wealth	1	**Glory** and **wealth** are both abstract nouns. Alternate translation: “Haman told them about how great his wealth was” or “Haman told them about the many great things he owned”
5:11	j79r		rc://*/ta/man/translate/translate-symaction	וְ⁠רֹ֣ב בָּנָ֑י⁠ו	and the multitude of his sons	1	Having many sons was probably seen as a mark of honor and status in Persian culture. This phrase probably means that Haman was boasting about the status he enjoyed in Persian society because he had many sons. Alternate translation: “how many sons he had”
5:11	abv5		rc://*/ta/man/translate/figs-gendernotations	בָּנָ֑י⁠ו	his sons	1	This word can sometimes be used in Hebrew to mean both male and female children. However, here it clearly refers to male children, so you should translate it that way.
5:11	m7fq			גִּדְּל֤⁠וֹ	had made him great	1	Alternate translation: “how the king had continually given him more authority” or “how the king had honored him many times by giving him more important work”
5:11	b7c5		rc://*/ta/man/translate/figs-metaphor	נִשְּׂא֔⁠וֹ עַל	he had lifted him over	1	Here, **lifting** is a metaphor meaning to “advance” or “promote” a person to a higher, more important position than they had previously. Alternate translation: “given him a position more important than”
5:11	abv6		rc://*/ta/man/translate/figs-explicit	הַ⁠שָּׂרִ֖ים וְ⁠עַבְדֵ֥י הַ⁠מֶּֽלֶךְ	the officials and administrators of the king	1	This means all of the others, as [3:1](../03/01.md) makes clear. Alternate translation: “all of his other officials and administrators”
5:11	xwvh		rc://*/ta/man/translate/figs-doublet	הַ⁠שָּׂרִ֖ים וְ⁠עַבְדֵ֥י הַ⁠מֶּֽלֶךְ	the officials and administrators of the king	1	The words **officials** and **administrators** mean similar things. If your language uses one word for these, you can combine them.
5:12	abv7		rc://*/ta/man/translate/figs-exclamations	אַ֣ף	In addition	1	You can translate it as an exclamation because Haman believes he has saved the best for last and is now introducing what he considers to be his most recent significant honor. Alternate translation: “and that is not all”
5:12	w1bm		rc://*/ta/man/translate/figs-doublenegatives	לֹא־הֵבִיאָה֩ אֶסְתֵּ֨ר הַ⁠מַּלְכָּ֧ה עִם־הַ⁠מֶּ֛לֶךְ & כִּ֣י אִם־אוֹתִ֑⁠י	Esther the queen did not bring anyone with the king & except me	1	This can be expressed positively. Alternate translation: “I was the only one Queen Esther invited besides the king” or “Queen Esther invited just two of us, the king and me”
5:12	abv8			עָשָׂ֖תָה	she had made	1	Alternate translation: “she had prepared”
5:12	abv9		rc://*/ta/man/translate/figs-activepassive	וְ⁠גַם־לְ⁠מָחָ֛ר אֲנִ֥י קָֽרוּא־לָ֖⁠הּ עִם־הַ⁠מֶּֽלֶךְ	And also for tomorrow, I am called by her with the king	1	You can say this with an active form. Alternate translation: “and she has invited me to attend another banquet with the king again tomorrow”
5:13	abw0		rc://*/ta/man/translate/figs-metaphor	וְ⁠כָל־זֶ֕ה אֵינֶ֥⁠נּוּ שֹׁוֶ֖ה לִ֑⁠י בְּ⁠כָל־עֵ֗ת אֲשֶׁ֨ר אֲנִ֤י רֹאֶה֙	But all of this is not equal for me to every time that I see	1	This is a figurative way of speaking. It is as if Haman is weighing his happiness on one side of a scale and his unhappiness on the other side. Haman is saying that his happiness over all the honors he has received is still not greater than his unhappiness over seeing Mordecai fail to honor him, so on balance, he is unhappy. Alternate translation: “I still cannot be happy as long as I keep seeing” or “all of this does not make me happy” or “ … does not satisfy me”
5:13	wu84			וְ⁠כָל־זֶ֕ה	But all of this	1	Haman is continuing to speak here. You can show this by beginning with “Then Haman said.”
5:13	abw1		rc://*/ta/man/translate/figs-distinguish	הַ⁠יְּהוּדִ֔י	the Jew	1	This phrase gives clarifying information about Mordecai.
