Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
13:3	l0cj		rc://*/ta/man/translate/writing-pronouns	νηστεύσαντες, καὶ προσευξάμενοι, καὶ ἐπιθέντες τὰς χεῖρας αὐτοῖς, ἀπέλυσαν	having fasted and prayed, and having laid {their} hands on them, they released them	1	The pronouns **their** and **they** refer to the believers in Antioch, and the pronoun **them** refers to Barnabas and Saul. The phrase **having fasted and prayed** refers to all of them. It may be helpful to clarify this for your readers. Alternate translation: “after they had all fasted and prayed together, the believers in Antioch laid their hands on Barnabas and Saul, and then the believers released them”
13:3	ku45		rc://*/ta/man/translate/translate-symaction	ἐπιθέντες τὰς χεῖρας αὐτοῖς	having laid {their} hands on them	1	The believers in Antioch **laid their hands** on Barnabas and Saul as a symbolic action to show that they were sending them on their mission with the blessing and support of the whole church and that they were entrusting them to God’s care. Alternate translation: “placed their hands on them as a sign of blessing and support and as a way of entrusting them to God’s care”
13:3	p1us		rc://*/ta/man/translate/figs-explicit	ἀπέλυσαν	they released them	1	While in this context the term **released** basically means “sent off,” the implication is that the believers in Antioch were freeing Barnabas and Saul of all of their responsibilities in the church so that they could go on the mission on which the Holy Spirit was sending them. If it would be helpful to your readers, you could state that explicitly. Alternate translation: “they gave them the freedom to go on their new mission”
13:4	abcj		rc://*/ta/man/translate/writing-pronouns	αὐτοὶ & ἐκπεμφθέντες	they, having been sent out	1	The pronoun **they** refers to Barnabas and Saul. Alternate translation: “Barnabas and Saul”
13:4	pisj		rc://*/ta/man/translate/figs-activepassive	ἐκπεμφθέντες ὑπὸ τοῦ Ἁγίου Πνεύματος	having been sent out by the Holy Spirit	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “because the Holy Spirit had sent them out”
13:4	iyh8		rc://*/ta/man/translate/figs-idiom	κατῆλθον	went down	1	Luke says that Barnabas and Saul **went down** to Caesarea because that city is lower in elevation than Judea. Alternate translation: “traveled”
13:4	d1q5		rc://*/ta/man/translate/translate-names	Σελεύκιαν	Seleucia	1	The word **Seleucia** is the name of a city that is on the seacoast.
13:5	at85		rc://*/ta/man/translate/translate-names	Σαλαμῖνι	Salamis	1	The word **Salamis** is the name of a city on the island of Cyprus.
13:5	ct8b		rc://*/ta/man/translate/figs-metonymy	τὸν λόγον τοῦ Θεοῦ	the word of God	1	Luke is using the term **word** to mean the message that the Holy Spirit wanted Barnabas and Saul to share by using words. Alternate translation: “the message from God”
13:6	cl2z		rc://*/ta/man/translate/translate-names	Πάφου	Paphos	1	The word **Paphos** is the name of a major city on the island of Cyprus. It was where the Roman proconsul lived.
13:6	zf3b		rc://*/ta/man/translate/figs-idiom	εὗρον	they found	1	The word **found** does not mean that Barnabas, Saul, and Mark were intentionally searching for a certain man. They happened to meet him. Alternate translation: “they happened to meet”
13:6	xe7h		rc://*/ta/man/translate/translate-unknown	ἄνδρα, τινὰ μάγον	a certain man, a magician	1	The word **magician** here does not mean someone who entertains others with tricks based on slight of hand and optical illusions. It means someone who practices witchcraft or supernatural magic arts. Your language and culture may have a term for such a person that you can use in your translation.
13:6	ak38		rc://*/ta/man/translate/translate-names	ᾧ ὄνομα Βαριησοῦς	whose name {was} Bar Jesus	1	The words **Bar Jesus** are a name that means “Son of Jesus.” However, there was no relation between this man and Jesus Christ. **Jesus** was a common name at that time.
13:7	s1su		rc://*/ta/man/translate/translate-unknown	τῷ ἀνθυπάτῳ	the proconsul	1	A **proconsul** was a governor in charge of a Roman province. Alternate translation, as in UST: “the governor”
13:7	pf5d		rc://*/ta/man/translate/translate-names	Σεργίῳ Παύλῳ	Sergius Paulus	1	The words **Sergius** and **Paulus** are the names of a man.
13:7	h5xx		rc://*/ta/man/translate/writing-background	ἀνδρὶ συνετῷ	an intelligent man	1	Luke provides this background information about Sergius Paulus to help readers understand what happens next in the story. In your translation, present this information in a way that would be natural in your own language and culture.
13:8	lp2u		rc://*/ta/man/translate/translate-transliterate	Ἐλύμας ὁ μάγος	Elymas, “the Magician	1	The word **Elymas** is an Arabic word that Bar-Jesus was using as another name. Luke spells it out using Greek letters so his readers will know how it sounds, and then he says what it means, **the Magician**. In your translation you can spell it the way it sounds in your language and then explain its meaning.
13:8	qw4j		rc://*/ta/man/translate/figs-activepassive	οὕτως γὰρ μεθερμηνεύεται τὸ ὄνομα αὐτοῦ	for thus is his name translated	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “for that is how one translates his name”
13:8	w2xt		rc://*/ta/man/translate/figs-metaphor	ζητῶν διαστρέψαι τὸν ἀνθύπατον ἀπὸ τῆς πίστεως	seeking to turn the proconsul away from the faith	1	Here, **to turn** someone **away from** something is a metaphor for convincing someone to not do something. Alternate translation: “he attempted to persuade the governor not to believe the gospel message”
13:9	fy7t		rc://*/ta/man/translate/figs-metaphor	πλησθεὶς Πνεύματος Ἁγίου	being filled with the Holy Spirit	1	Luke is speaking of Paul as if he were a container that the Holy Spirit **filled**. Alternate translation: “inspired by the Holy Spirit”
13:9	w3lh		rc://*/ta/man/translate/figs-activepassive	πλησθεὶς Πνεύματος Ἁγίου	being filled with the Holy Spirit	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “whom the Holy Spirit was inspiring”
13:10	un00		rc://*/ta/man/translate/figs-nominaladj	ὦ πλήρης παντὸς δόλου καὶ πάσης ῥᾳδιουργίας	O full of all deceit and all trickery	1	Paul is using the adjective **full** as a noun to identify Elymas as a person who is full of the negative qualities he describes. Your language may use adjectives in the same way. If not, you could translate this word with an equivalent phrase. Alternate translation: “O you who are full of all deceit and all trickery”
13:10	u8n3		rc://*/ta/man/translate/figs-abstractnouns	ὦ πλήρης παντὸς δόλου καὶ πάσης ῥᾳδιουργίας	O full of all deceit and all trickery	1	If your language does not use an abstract noun for the ideas of **deceit** and **trickery**, you could express the same idea in another way. Alternate translation: “O you who are always deceiving and tricking other people”
13:10	r8x2		rc://*/ta/man/translate/figs-metaphor	ὦ πλήρης παντὸς δόλου καὶ πάσης ῥᾳδιουργίας	O full of all deceit and all trickery	1	Paul is speaking of Elymas as if he were a container that was **full** of negative qualities. Alternate translation: “O you who practice all deceit and all trickery”
13:10	wq5i		rc://*/ta/man/translate/figs-doublet	παντὸς δόλου καὶ πάσης ῥᾳδιουργίας	of all deceit and all trickery	1	The terms **deceit** and **wickedness** mean similar things. Paul may be using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “of all evil treachery”
13:10	kdwj		rc://*/ta/man/translate/figs-hyperbole	παντὸς δόλου καὶ πάσης ῥᾳδιουργίας	of all deceit and all trickery	1	Paul says **all** in these two instances as a generalization for emphasis. (But when he calls Elymas the **enemy of all righteousness**, that may be understood more literally.) Alternate translation: “of great deceit and great trickery”
13:10	d2pk		rc://*/ta/man/translate/figs-idiom	υἱὲ διαβόλου	son of the devil	1	The expression **son of** describes a person who shares the qualities of something or someone else. Paul is saying that Elymas is acting like the devil in trying to keep Sergius Paulus from believing in Jesus. Alternate translation: “you who are acting like the devil”
13:10	jgq8		rc://*/ta/man/translate/figs-explicit	υἱὲ διαβόλου	son of the devil	1	Paul is drawing an implicit contrast between Elymas’ claim to be the “son of Jesus” (Bar Jesus) and his actual character as a **son of the devil**. If you retain the “son of” idiom in your translation, you could bring out this contrast explicitly. If you do, it may be helpful to make this a separate sentence. Alternate translation: “You are not the son of Jesus—you are the son of the devil!”
13:10	hlq9		rc://*/ta/man/translate/figs-personification	ἐχθρὲ πάσης δικαιοσύνης	enemy of all righteousness	1	Paul is speaking of **righteousness** as if it were a person who could have an **enemy**. If your language would not use this figure of speech, you could express the meaning in another way. Alternate translation: “opposed to all righteousness”
13:10	wa8t		rc://*/ta/man/translate/figs-abstractnouns	ἐχθρὲ πάσης δικαιοσύνης	enemy of all righteousness	1	If your language does not use an abstract noun for the idea of **righteousness**, you could express the same idea in another way. Alternate translation: “enemy of everything that is right” or “opposed to everything that is right”
13:10	bc9p		rc://*/ta/man/translate/figs-rquestion	οὐ παύσῃ διαστρέφων τὰς ὁδοὺς τοῦ Κυρίου τὰς εὐθείας?	will you not stop turning aside the straight paths of the Lord	1	Paul is using the question form to rebuke Elymas for opposing God. If you would not use a rhetorical question for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “you must stop turning aside the straight paths of the Lord!”
13:10	p8sa		rc://*/ta/man/translate/figs-metaphor	διαστρέφων τὰς ὁδοὺς τοῦ Κυρίου τὰς εὐθείας	turning aside the straight paths of the Lord	1	Paul is speaking of Elymas as if he were physically redirecting **paths** that God wanted people to follow so that these paths no longer went **straight**. He means that if people believe in God and obey him, they live in the right way, and that Elymas is trying to keep people, especially Sergius Paulus, from doing that. Alternate translation: “preventing people from believing in God, obeying him, and living right”
13:11	q0w8		rc://*/ta/man/translate/figs-metaphor	ἰδοὺ	behold	1	Paul is using the term **behold** to focus Elymas’ attention on what he is about to say. Your language may have a comparable expression that you can use in your translation.
13:11	xul9		rc://*/ta/man/translate/figs-metonymy	χεὶρ Κυρίου ἐπὶ σέ	the hand of the Lord {is} upon you	1	Here the word **hand** represents the power of God, and the phrase **upon you** indicates punishment. Alternate translation: “the Lord is going to punish you”
13:11	w3gh		rc://*/ta/man/translate/figs-hendiadys	τυφλὸς, μὴ βλέπων τὸν ἥλιον	blind, not seeing the sun	1	Paul is using a word and a phrase together to express a single idea. The phrase **not seeing the sun** tells to what degree Elymas will be **blind**. If it would be more natural in your language, you could express this meaning with an equivalent phrase. Alternate translation: “so blind that you will not be able to tell whether it is day or night”
13:11	t7j1		rc://*/ta/man/translate/figs-metaphor	ἔπεσεν ἐπ’ αὐτὸν ἀχλὺς καὶ σκότος	a mist and darkness fell upon him	1	Paul is speaking of this **mist** and **darkness** as if they were going to **fall** on Elymas. Alternate translation: “what Elymas could see became blurry and then dark” or see the next note for another possibility.
13:11	x7rt		rc://*/ta/man/translate/figs-hendiadys	ἔπεσεν ἐπ’ αὐτὸν ἀχλὺς καὶ σκότος	a mist and darkness fell upon him	1	Luke may be using the two words **mist** and **darkness** together to express a single idea. The word **mist** may tell what kind of **darkness** was all that Elymas could see. If it would be more natural in your language, you could express this meaning with an equivalent phrase that does not use **and**. Alternate translation: “a misty darkness was all that Elymas could see”
13:12	x9fl			ὁ ἀνθύπατος	the proconsul	1	A **proconsul** was a governor in charge of a Roman province. Alternate translation: “the governor”
13:12	twa8		rc://*/ta/man/translate/figs-activepassive	ἐκπλησσόμενος ἐπὶ τῇ διδαχῇ τοῦ Κυρίου	being astonished at the teaching of the Lord	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. It may be helpful to begin a new sentence here. Alternate translation: “The teaching of the Lord astonished him”
13:12	ob5x		rc://*/ta/man/translate/figs-metonymy	τῇ διδαχῇ τοῦ Κυρίου	the teaching of the Lord	1	Luke is using the word **teaching** to mean the truth and power associated with the teaching about Jesus. Alternate translation: “the truth and power that accompanied the teaching of the Lord”
13:12	efle		rc://*/ta/man/translate/figs-possession	τῇ διδαχῇ τοῦ Κυρίου	the teaching of the Lord	1	In this possessive form, **the Lord** is the object rather than the subject of **teaching**. That is, this does not mean “what the Lord taught,” it means “what Barnabas and Paul taught about the Lord.” you could state that as an alternate translation.
13:13	r9hi		rc://*/ta/man/translate/writing-newevent	δὲ	Now	1	Luke is using the word translated **Now** to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event.
13:13	i65t		rc://*/ta/man/translate/writing-background	οἱ περὶ, Παῦλον	the ones around Paul	1	The phrase **those around Paul** refers to Barnabas and John (who is also called John Mark). This phrase provides some background to the rest of the story by indicating that Paul had become the leader of the group. It is important to communicate this by keeping Paul’s name first when he is mentioned with others, for example, in [13:46](../13/46.md), [13:50](../13/50.md), etc. The order of names is important.
13:13	abcl			οἱ περὶ, Παῦλον	the ones around Paul	1	Alternate translation: “Paul and his traveling companions”
13:13	mmj6		rc://*/ta/man/translate/translate-names	Πέργην τῆς Παμφυλίας	Perga of Pamphylia	1	The word **Perga** is the name of a city, and the word **Pamphylia** is the name of the province in which that city was located.
13:14	et2e		rc://*/ta/man/translate/writing-pronouns	αὐτοὶ	they	1	The pronoun **they** refers to Paul and Barnabas. It may be helpful to clarify this for your readers. Alternate translation: “Paul and Barnabas”
13:14	c21u		rc://*/ta/man/translate/translate-symaction	ἐκάθισαν	they sat down	1	Paul and Barnabas may have **sat down** in the place where rabbis would sit, or in the way that rabbis would sit, as a way of asking permission to speak to the congregation. The fact that they were invited to speak ([13:15](../13/15.md)) suggests that this is the case. Alternate translation: “sat down as rabbis would, to ask permission to speak to the congregation”
13:15	dnb4		rc://*/ta/man/translate/translate-names	τοῦ νόμου καὶ τῶν προφητῶν	of the Law and the Prophets	1	The word **Law** is the name for one part of the Hebrew Scriptures, and the word **Prophets** is the name for another part of the Hebrew Scriptures. Even though these are common nouns, Luke is using them to mean specific things. Show this in your translation in the way that is natural in your language.
13:15	kno1		rc://*/ta/man/translate/figs-idiom	ἄνδρες, ἀδελφοί	Men, brothers	1	This is an idiomatic form of address. Alternate translation: “Our brothers” or “You brothers of ours”
13:15	td4h		rc://*/ta/man/translate/figs-metaphor	ἀδελφοί	brothers	1	The synagogue leaders are using the term **brothers** to mean people who share the same faith. Alternate translation: “Our fellow believers”
13:15	jru8		rc://*/ta/man/translate/figs-metonymy	εἴ τίς ἐστιν ἐν ὑμῖν λόγος παρακλήσεως πρὸς τὸν λαόν	if any word of exhortation for the people is in you	1	The synagogue leaders are using the term **word** to mean what Barnabas or Paul would want to say using words. Alternate translation: “if you want to say anything to encourage our people”
13:15	kj1h		rc://*/ta/man/translate/figs-imperative	λέγετε	speak	1	This is an imperative, but it communicates an invitation rather than a command. Use a form in your language that communicates an invitation. Alternate translation: “we invite you to speak it now”
13:16	keqb		rc://*/ta/man/translate/translate-symaction	ἀναστὰς	arising	1	Here the term **arising** means that Paul stood up to show that he indeed wanted to speak, as he had been invited to do. See how you translated the similar expression in [2:14](../02/14.md). Alternate translation: “standing up to show that he wanted to speak”
13:16	i8pz		rc://*/ta/man/translate/translate-symaction	κατασείσας τῇ χειρὶ	motioning with {his} hand	1	This likely means that Paul waved his hand to get the attention of the audience and signal that he was about to speak. He wanted everyone in the synagogue to hear what he had to say from the very first word, so he did this to quiet them. Alternate translation: “waving his hand to signal that he was about to speak”
13:16	m0yu		rc://*/ta/man/translate/figs-idiom	ἄνδρες, Ἰσραηλεῖται, καὶ οἱ φοβούμενοι τὸν Θεόν	Men, Israelites and ones fearing God	1	This is an idiomatic form of address. Alternate translation: “You Israelites and you who fear God”
13:16	rh93		rc://*/ta/man/translate/figs-idiom	οἱ φοβούμενοι τὸν Θεόν	ones fearing God	1	Jews in the time of the New Testament used the expression **fearing God** to describe Gentiles (non-Jews) who worshiped the God of Israel and attended the synagogue. That is what Paul means here. See how you translated the similar expression in [10:2](../10/02.md). Alternate translation: “you Gentiles who sincerely worship the God of Israel”
13:16	ah55		rc://*/ta/man/translate/figs-imperative	ἀκούσατε	listen	1	This is an imperative, but it communicates a request rather than a command. Use a form in your language that communicates a request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: “please listen to what I am about to say”
13:17	se2b			ὁ Θεὸς τοῦ λαοῦ τούτου Ἰσραὴλ	The God of this people Israel	1	Alternate translation: “The God whom the people of Israel worship”
13:17	tbc4		rc://*/ta/man/translate/figs-exclusive	ἡμῶν	our	1	See the discussion in the General Notes to this chapter to decide whether to use an inclusive or exclusive form of the word **our** here and in verses 32 and 33.
13:17	l9cn		rc://*/ta/man/translate/figs-metaphor	τοὺς πατέρας	fathers	1	Paul is using the term **fathers** to mean “ancestors.” Alternate translation: “ancestors”
13:17	aaj5		rc://*/ta/man/translate/figs-metonymy	τὸν λαὸν ὕψωσεν	exalted the people	1	When Paul says that God **exalted the people** of Israel when they were in Egypt, he is referring to the way God made them great in number and strength even while they were still slaves. Alternate translation: “greatly enlarged their population”
13:17	vw4z		rc://*/ta/man/translate/figs-metonymy	μετὰ βραχίονος ὑψηλοῦ	with an uplifted arm	1	Here, **an uplifted arm** describes God’s mighty power. Alternate translation: “with great power”
13:18	zv9e		rc://*/ta/man/translate/translate-textvariants	ἐτροποφόρησεν αὐτοὺς	he endured them	1	This means “he put up with their disobedience.” Some ancient copies have a different word that means “he took care of them,” which makes sense, since in this part of his speech, Paul is listing all of the good things that God did for the Israelites. Paul would be quoting Deuteronomy 1:13 from a well-known Greek translation. If the reading **put up with them** is correct, Paul may be foreshadowing the warning he gives at the end of his speech in [13:40–41](../13/40.md). If a translation of the Bible already exists in your area, you could consider using the reading in that translation. If there is not already a Bible translation in your area, you may wish to follow the readings of ULT and UST. Alternate translation: “he took care of them”
13:19	nvp7		rc://*/ta/man/translate/writing-pronouns	κατεκληρονόμησεν τὴν γῆν αὐτῶν	he gave them their land for an inheritance	1	The pronoun **he** refers to God, the pronoun **them** refers to the Israelites, and the pronoun **their** refers to the seven nations that God destroyed. It may be helpful to clarify this for your readers. Alternate translation: “God gave the Israelites for an inheritance the land that these seven nations had previously occupied”
13:20	xyg6		rc://*/ta/man/translate/figs-ellipsis	ὡς ἔτεσι τετρακοσίοις καὶ πεντήκοντα	in about 450 years	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context. It may be helpful to make this a separate sentence. Alternate translation: “All these events took place over a period of about 450 years”
13:20	qmc8		rc://*/ta/man/translate/figs-metonymy	ἔδωκεν κριτὰς ἕως Σαμουὴλ προφήτου	he gave them judges until Samuel the prophet	1	This could mean: (1) that God gave the Israelites a series of judges and Samuel was the last of them. Alternate translation: “he gave them a series of judges ending with Samuel, who was also a prophet” (2) that the phrase ** Samuel the prophet** represents the time period associated with Samuel. Alternate translation: “until the time of Samuel the prophet”
13:21	yxi8		rc://*/ta/man/translate/figs-ellipsis	ἔτη τεσσεράκοντα	for 40 years	1	Paul is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from earlier in the sentence. Alternate translation: “to be their king for 40 years”
13:22	bsp6		rc://*/ta/man/translate/figs-idiom	ἤγειρεν τὸν Δαυεὶδ αὐτοῖς εἰς βασιλέα	he raised up David for them for {their} king	1	Here, the expression **raised up** describes God giving someone an important position. See how you translated it in [3:22](../03/22.md). Alternate translation: “made David their king”
13:22	akg6		rc://*/ta/man/translate/figs-quotesinquotes	εἶπεν μαρτυρήσας, εὗρον Δαυεὶδ τὸν τοῦ Ἰεσσαί, ἄνδρα κατὰ τὴν καρδίαν μου, ὃς ποιήσει πάντα τὰ θελήματά μου	he said, testifying, ‘I have found David, {son} of Jesse, a man according to my heart, who will do all my will	1	In order to avoid having a second-level quotation, you could turn Paul’s quotation into an indirect quotation. (Paul is quoting from 1 Samuel [13:14](../1sa/13/14.md) and Psalm [89:20](../psa/089/020.md).) Alternate translation: “he said, testifying, that he had found David, son of Jesse, a man according to his heart, who would do all his will”
13:22	dbu5		rc://*/ta/man/translate/figs-idiom	εὗρον	I have found	1	While God was indeed searching for someone to replace Saul, here the word **found** does not refer to the results of that search, but rather to God’s estimation of David. Alternate translation: “I have recognized that David, son of Jesse, is a man according to my heart”
13:22	mp53		rc://*/ta/man/translate/figs-idiom	ἄνδρα κατὰ τὴν καρδίαν μου	a man according to my heart	1	This is an idiomatic expression. Alternate translation: “the kind of person who does what pleases me”
13:23	xj5a		rc://*/ta/man/translate/figs-infostructure	τούτου & ἀπὸ τοῦ σπέρματος	From the seed of this one	1	This information is placed at the beginning of the sentence to emphasize that the Savior had to be one of David’s descendants. It would be appropriate to retain this order in your translation rather than say, for example, “According to promise, God brought to Israel a Savior, Jesus, from the seed of this one.”
13:23	vnz7		rc://*/ta/man/translate/figs-metaphor	τοῦ σπέρματος	the seed	1	The term **seed** means “descendants.” Alternate translation: “the descendants”
13:23	l50d		rc://*/ta/man/translate/writing-pronouns	τούτου	of this one	1	The demonstrative pronoun **this one** refers to David. It may be helpful to clarify this for your readers. Alternate translation: “of David”
13:23	kc76		rc://*/ta/man/translate/figs-metonymy	τῷ Ἰσραὴλ	to Israel	1	Here, **Israel** refers to the people of Israel. Alternate translation: “to the people of Israel”
13:24	wbpf		rc://*/ta/man/translate/figs-explicit	Ἰωάννου	John	1	By **John**, Paul is referring implicitly to John the Baptist. Alternate translation: “John the Baptist”
13:24	xzf2		rc://*/ta/man/translate/figs-explicitinfo	πρὸ προσώπου τῆς εἰσόδου αὐτοῦ	before the face of his entrance	1	In your language, the expression **before the face of his entrance**, meaning “before the appearance of his entry into ministry” (See: next two notes), might seem to convey redundant information that would be not be natural to express. If so, you could abbreviate it. Alternate translation: “before he appeared” or “before he entered into his ministry”
13:24	abcn		rc://*/ta/man/translate/figs-metaphor	πρὸ προσώπου τῆς εἰσόδου αὐτοῦ	before the face of his entrance	1	Here the term **face** means “appearance.” Alternate translation: “appearance”
13:24	igpi		rc://*/ta/man/translate/figs-metaphor	τῆς εἰσόδου αὐτοῦ	of his entrance	1	By **entrance**, Paul is referring to Jesus beginning his ministry. Alternate translation: “of the start of his ministry”
13:24	gqs9		rc://*/ta/man/translate/writing-pronouns	τῆς εἰσόδου αὐτοῦ	of his entrance	1	The pronoun **his** refers to Jesus. It may be helpful to clarify this for your readers. Alternate translation: “of Jesus’ entrance”
13:24	x892		rc://*/ta/man/translate/figs-abstractnouns	βάπτισμα μετανοίας παντὶ τῷ λαῷ Ἰσραήλ	a baptism of repentance to all the people of Israel	1	If your language does not use an abstract noun for the idea of **repentance**, you could express the same idea in another way. Alternate translation: “to all the people of Israel a baptism that people received to show that they were repenting”
13:25	ntrj		rc://*/ta/man/translate/figs-metaphor	τὸν δρόμον	his} course	1	Paul is speaking of John as if he had been running a race or **course**. Alternate translation: “his work”
13:25	judg		rc://*/ta/man/translate/figs-quotemarks	ἔλεγεν, τί ἐμὲ ὑπονοεῖτε εἶναι? οὐκ εἰμὶ ἐγώ, ἀλλ’ ἰδοὺ, ἔρχεται μετ’ ἐμὲ, οὗ οὐκ εἰμὶ ἄξιος τὸ ὑπόδημα τῶν ποδῶν λῦσαι	he was saying, ‘Who do you think me to be? I am not he. But behold, one is coming after me, of whom the sandals of {his} feet I am not worthy to untie	1	Even if your language does not customarily put one direct quotation inside another, it might be good to present this quotation from John the Baptist as a direct quotation if possible, since it uses several figures of speech that might not sound natural in an indirect quotation. (As an indirect quotation, this would read something like this: “he asked the people who they thought him to be, and he told them he was not he and that behold, one was coming after him, the sandals of whose feet he was not worthy to untie.”) You may be able to indicate the beginning of Paul’s quotation from John with some punctuation or convention that your language uses.
13:25	vww3		rc://*/ta/man/translate/figs-rquestion	τί ἐμὲ ὑπονοεῖτε εἶναι?	Who do you think me to be	1	John is using the question form to challenge his listeners’ idea of who he is. If you would not use a rhetorical question for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “I am not who you think I am!”
13:25	rp32		rc://*/ta/man/translate/writing-pronouns	οὐκ εἰμὶ ἐγώ	I am not he	1	The pronoun **he** refers to the Messiah. It may be helpful to clarify this for your readers. Alternate translation: “I am not the Messiah”
13:25	nnl5		rc://*/ta/man/translate/figs-metaphor	ἰδοὺ	behold	1	John is using the term **behold** to focus his listeners’ attention on what he is about to say. Your language may have a comparable expression that you can use in your translation.
13:25	gys2		rc://*/ta/man/translate/translate-symaction	οὗ οὐκ εἰμὶ ἄξιος τὸ ὑπόδημα τῶν ποδῶν λῦσαι	of whom the sandals of {his} feet I am not worthy to untie	1	John is using the action of untying sandals symbolically to signify humble service. If it would be helpful to your readers, you could translate this with a general expression. Alternate translation: “to whom I am not even worthy to offer humble service”
13:25	gj98		rc://*/ta/man/translate/figs-explicitinfo	τὸ ὑπόδημα τῶν ποδῶν	the sandals of {his} feet	1	In your language, the expression **the sandals of his feet** might seem to convey redundant information that would be not be natural to express. If so, you could abbreviate it. Alternate translation: “his sandals”
13:26	bwet		rc://*/ta/man/translate/figs-idiom	ἄνδρες, ἀδελφοί, υἱοὶ γένους Ἀβραὰμ, καὶ οἱ ἐν ὑμῖν φοβούμενοι τὸν Θεόν	Men, brothers, sons of the family of Abraham, and the ones among you fearing God	1	Paul is using an idiomatic form of address. Alternate translation: “My brothers—my fellow sons of the family of Abraham—and you others who fear God”
13:26	kci9		rc://*/ta/man/translate/figs-metaphor	ἀδελφοί, υἱοὶ γένους Ἀβραὰμ, καὶ οἱ ἐν ὑμῖν φοβούμενοι τὸν Θεόν	brothers, sons of the family of Abraham, and the ones among you fearing God	1	Paul is using the term **brothers** to mean people who share the same faith. Alternate translation: “My fellow believers”
13:26	c9pw		rc://*/ta/man/translate/figs-metaphor	υἱοὶ	sons	1	Paul is using the term **sons** to mean “descendants.” Alternate translation: “descendants”
13:26	jdp6		rc://*/ta/man/translate/figs-exclusive	ἡμῖν	to us	1	Here the word **us** includes Paul and his entire audience in the synagogue, so use the inclusive form of that word if your language marks this distinction.
13:26	u6zn		rc://*/ta/man/translate/figs-activepassive	ὁ λόγος τῆς σωτηρίας ταύτης ἐξαπεστάλη	the word of this salvation has been sent	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you must state who did the action, it is clear from the context that this was God. Alternate translation: “God has sent the word about this salvation”
13:26	zx08		rc://*/ta/man/translate/figs-metonymy	ὁ λόγος	the word	1	Paul is using the term **word** to mean the message that God sent about Jesus by using words. Alternate translation: “the message”
13:26	v6r3		rc://*/ta/man/translate/figs-abstractnouns	τῆς σωτηρίας ταύτης	of this salvation	1	If your language does not use an abstract noun for the idea of **salvation**, you could express the same idea in another way. Alternate translation: “how God is saving people”
13:27	s64d		rc://*/ta/man/translate/writing-pronouns	τοῦτον ἀγνοήσαντες	not recognizing this one	1	The demonstrative pronoun **this one** refers to Jesus. It may be helpful to clarify this for your readers. Alternate translation: “not recognizing Jesus”
13:27	psk5		rc://*/ta/man/translate/figs-explicit	τοῦτον ἀγνοήσαντες	not recognizing this one	1	Paul means implicitly that the people of Jerusalem and their leaders did not recognize that God had sent Jesus to be the Messiah. Alternate translation: “not recognizing that God had sent Jesus to be the Messiah”
13:27	ri1f		rc://*/ta/man/translate/figs-metonymy	τὰς φωνὰς τῶν προφητῶν	the voices of the prophets	1	Paul is using the word **voices** to mean the prophecies that the prophets spoke with their voices. Alternate translation: “the prophecies of the prophets”
13:27	m4tz		rc://*/ta/man/translate/figs-activepassive	τὰς & ἀναγινωσκομένας		2	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “that someone reads”
13:27	i6jo		rc://*/ta/man/translate/figs-explicit	τὰς & ἀναγινωσκομένας		2	Paul is referring implicitly to the way that someone reads from the writings of **the prophets** on each **Sabbath** in the synagogues. Alternate translation: “that someone reads aloud in each synagogue”
13:28	v3hw		rc://*/ta/man/translate/writing-pronouns	ᾐτήσαντο Πειλᾶτον ἀναιρεθῆναι αὐτόν	they asked Pilate for him to be killed	1	Here the word **they** refers to the Jewish people and their religious leaders in Jerusalem, and the pronoun **him** refers to Jesus. It may be helpful to clarify this for your readers. Alternate translation: “the Jewish leaders asked Pilate for Jesus to be killed”
13:28	iect		rc://*/ta/man/translate/figs-activepassive	ἀναιρεθῆναι αὐτόν	for him to be killed	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “to execute him”
13:29	sq1j		rc://*/ta/man/translate/figs-activepassive	πάντα τὰ περὶ αὐτοῦ γεγραμμένα	all the things having been written about him	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “all that the prophets had written about him”
13:29	m5f1		rc://*/ta/man/translate/figs-explicit	καθελόντες ἀπὸ τοῦ ξύλου	taking him down from the tree	1	It may be helpful to say explicitly that Jesus had died before this happened. Alternate translation: “taking him down from the tree after he died”
