Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
31:42	wm13			וַ⁠יּ֥וֹכַח אָֽמֶשׁ	and he judged {you} last night	1	See how you translated “judge” in verse 37. It may be necessary to translate this word in different ways, depending on the context. Alternate translation: “so last night he judged against you in my favor.”
31:43	j6mw		rc://*/ta/man/translate/writing-quotations	וַ⁠יַּ֨עַן לָבָ֜ן וַ⁠יֹּ֣אמֶר אֶֽל יַעֲקֹ֗ב	And Laban responded and said to Jacob	1	" Alternate translation: “Laban replied to Jacob,”"
31:43	anon			הַ⁠בָּנ֨וֹת בְּנֹתַ֜⁠י וְ⁠הַ⁠בָּנִ֤ים בָּנַ⁠י֙	The daughters {are} my daughters, and the children {are} my grandchildren	1	" Alternate translation: “These are my daughters and my grandchildren,”"
31:43	c90y			וְ⁠הַ⁠צֹּ֣אן צֹאנִ֔⁠י	and the flock{s} {are} my flock{s	1	" Alternate translation: “and these flocks also belong to me.”"
31:43	l7ol		rc://*/ta/man/translate/figs-hyperbole	וְ⁠כֹ֛ל אֲשֶׁר אַתָּ֥ה רֹאֶ֖ה לִ⁠י	And everything that you see {belongs} to me	1	Laban is lying or exaggerating here to make it sound like he was wronged, when actually he is the one who was dishonest in his dealings with Jacob. Alternate translation: “In fact, everything that you see here is mine!” or “Yes, everything that is here with you is actually mine!”
31:43	p48f		rc://*/ta/man/translate/figs-rquestion	וְ⁠לִ⁠בְנֹתַ֞⁠י מָֽה־אֶֽעֱשֶׂ֤ה לָ⁠אֵ֨לֶּה֙ הַ⁠יּ֔וֹם א֥וֹ לִ⁠בְנֵי⁠הֶ֖ן אֲשֶׁ֥ר יָלָֽדוּ	But what can I do today about these daughters of mine or about their children whom they have born	1	Laban uses this rhetorical question to express his emotions and emphasize that there is nothing that he can do. Consider whether or not a rhetorical question fits well here in your language. Alternate translation: “But there is nothing I can do now to keep my daughters and grandchildren from leaving!”
31:44	qc32		rc://*/ta/man/translate/figs-infostructure	וְ⁠עַתָּ֗ה לְכָ֛⁠ה נִכְרְתָ֥ה בְרִ֖ית אֲנִ֣י וָ⁠אָ֑תָּה	So now, come, let us cut a covenant, I and you	1	For some languages it may be more natural to put **I** and **you** earlier in the sentence. Do what is best in your language. Also see how you translated **So now** in verse 16 and **cut a covenant** in Gen 26:28. Alternate translation: “So then, you and I should make a peace covenant with each other,” or “So I invite you to make a covenant with me,”
31:44	e2ml			וְ⁠הָיָ֥ה	and let it be	1	The subject of the Hebrew verb in this phrase is masculine singular, so it cannot refer to “covenant,” which is feminine singular. It is probably best to translate this phrase in a general way. Alternate translation: “and let there be”
31:44	hw1b		rc://*/ta/man/translate/figs-exclusive	לְ⁠עֵ֖ד בֵּינִ֥⁠י וּ⁠בֵינֶֽ⁠ךָ	a witness between me and you	1	If your language has a dual pronoun for **us**, you could use it in this verse. Also, if your language distinguishes exclusive and inclusive pronouns, you could use the inclusive form of **us** here. Alternate translation: “a memorial to remind us of our covenant” or “something to remind us to keep that covenant”
31:45	o8yl			וַ⁠יִּקַּ֥ח יַעֲקֹ֖ב אָ֑בֶן	So Jacob took a stone	1	See how you translated **stone** in Gen 28:18.
31:45	szb8			וַ⁠יְרִימֶ֖⁠הָ מַצֵּבָֽה	and set it up {as} a pillar	1	See how you translated **pillar** in verse 13 and **set it up as a pillar** in Gen 28:18, 22. Alternate translation: “and stood it up on its end as a monument to mark the place where they made their covenant” or “and set it up as a reminder stone to mark the place as special.”
31:46	d3ho			וַ⁠יֹּ֨אמֶר יַעֲקֹ֤ב לְ⁠אֶחָי⁠ו֙	Then Jacob said to his relatives	1	These relatives would have included Jacob’s sons, as well as Laban and his men who had come with him. See how you translated **relatives** in verses 23, 25, 32, 37. Alternate translation: “Then Jacob told his relatives,”
31:46	mwu1		rc://*/ta/man/translate/figs-politeness	לִקְט֣וּ אֲבָנִ֔ים	Gather stones	1	Make sure that your translation of Jacob’s request sounds polite here, not rude or demanding, but also not begging. Alternate translation: “Please gather some stones.”
31:46	a540			וַ⁠יִּקְח֥וּ אֲבָנִ֖ים וַ⁠יַּֽעֲשׂוּ גָ֑ל	So they took stones and made a heap	1	" Alternate translation: “So they all brought stones and put them in a large pile”"
31:46	wknz			וַ⁠יֹּ֥אכְלוּ שָׁ֖ם	Then they ate there	1	Make sure your translation does not sound like Jacob ate without Laban and his men. Alternate translation: “Then they ate a meal together there”
31:46	jxvp			עַל הַ⁠גָּֽל	by the heap	1	" Alternate translation: “near the heap of stones.” or “next to the mound of stones.”"
31:47	udxa			וַ⁠יִּקְרָא ל֣⁠וֹ לָבָ֔ן	And Laban called it	1	" Alternate translation: “Laban gave the heap the Aramaic name”"
31:47	by6e		rc://*/ta/man/translate/translate-names	יְגַ֖ר שָׂהֲדוּתָ֑א	Jegar Sahadutha	1	If the meaning of **Jegar Sahadutha** and **Galeed** is included in your translation or in a footnote, be sure that it fits with how you translate “heap/pile/mound” in verses 46 and 48, and “witness” in verse 48.
31:47	tl0x			וְ⁠יַֽעֲקֹ֔ב קָ֥רָא ל֖⁠וֹ גַּלְעֵֽד	but Jacob called it Galeed	1	" Alternate translation: “whereas Jacob gave it the Hebrew name Galeed, which has the same meaning.”"
31:48	frxp		rc://*/ta/man/translate/writing-quotations	וַ⁠יֹּ֣אמֶר לָבָ֔ן	And Laban said	1	" Alternate translation: “Then Laban said to Jacob” or “Laban said to Jacob,”"
31:48	flop			הַ⁠גַּ֨ל הַ⁠זֶּ֥ה עֵ֛ד בֵּינִ֥⁠י וּ⁠בֵינְ⁠ךָ֖ הַ⁠יּ֑וֹם	This heap {is} a witness between me and you today	1	" Alternate translation: “This pile of stones is to remind us to keep our peace covenant” or “Starting today, when we see this mound of stones, we will remember our peace covenant”"
31:48	is6t			עַל כֵּ֥ן	For that {reason	1	" Alternate translation: “That is the reason”"
31:48	ii9r			קָרָֽא שְׁמ֖⁠וֹ גַּלְעֵֽד	he called its name Galeed	1	The phrase **he called its name** is used here in a general way that means “they/people call it”; the pronoun **he** does not refer here to Laban. Make sure that is clear in your language. Alternate translation: “they call it Galeed.” or “that place is called Galeed.”
31:49	f54v			וְ⁠הַ⁠מִּצְפָּה֙	It is} also Mizpah	1	" Alternate translation: “It was also named Mizpah,” or “People also call the place, Mizpah,”"
31:49	nyx4		rc://*/ta/man/translate/writing-pronouns	אֲשֶׁ֣ר אָמַ֔ר	because he said	1	Make sure that your translation of **he** refers here to Laban.
31:49	c2yk			יִ֥צֶף יְהוָ֖ה בֵּינִ֣⁠י וּ⁠בֵינֶ֑⁠ךָ	May Yahweh watch between me and you	1	" Alternate translation: “May Yahweh watch each of us” or “May Yahweh keep watch on us”"
31:49	a4ls		rc://*/ta/man/translate/figs-dualpronoun	כִּ֥י נִסָּתֵ֖ר אִ֥ישׁ מֵ⁠רֵעֵֽ⁠הוּ	when we are hidden one from the other	1	The pronoun **we** is inclusive here and includes both Laban and Jacob. Some languages have a dual pronoun that fits here well. Do what is natural in your language. Alternate translation: “to make sure we keep our covenant while we are away from each other.”
31:50	v7k5			אִם תְּעַנֶּ֣ה אֶת בְּנֹתַ֗⁠י	If you afflict my daughters	1	See how you translated **afflict** in Gen 15:13 and 16:6, and how you translated a related word (“affliction”) in verse 42. Alternate translation: “If you oppress my daughters,”
31:50	khim			וְ⁠אִם תִּקַּ֤ח נָשִׁים֙ עַל בְּנֹתַ֔⁠י	or if you take wives besides my daughters	1	" Alternate translation: “or if you marry other women besides them,”"
31:50	lk38		rc://*/ta/man/translate/figs-dual	אֵ֥ין אִ֖ישׁ עִמָּ֑⁠נוּ רְאֵ֕ה	even though} there is not someone with us, behold	1	See how you translated the pronoun “we” in verse 49.
31:50	yyv9		rc://*/ta/man/translate/figs-explicit	אֱלֹהִ֥ים עֵ֖ד בֵּינִ֥⁠י וּ⁠בֵינֶֽ⁠ךָ	God {is} a witness between me and you	1	In his role as witness, God would also punish anyone who broke the covenant. You could make this information explicit in your translation or put it in a footnote. Alternate translation: “God always sees us and will punish us if we break our covenant”
31:51	kv6e			הִנֵּ֣ה	Behold	1	" Alternate translation: “See” or “Look at”"
31:51	ur69			הַ⁠גַּ֣ל הַ⁠זֶּ֗ה	this heap	1	See how you translated **heap** in verses 46 and 48. Alternate translation: “this mound of stones,”
31:51	ybdz			וְ⁠הִנֵּה֙	and behold	1	" Alternate translation: “and see” or “and look at”"
31:51	nyh6			הַ⁠מַצֵּבָ֔ה	the pillar	1	See how you translated **pillar** in verse 45. Alternate translation: “this memorial stone”
31:51	xaq8			אֲשֶׁ֥ר יָרִ֖יתִי בֵּינִ֥⁠י וּ⁠בֵינֶֽ⁠ךָ	which I set up between me and you	1	Jacob set up the stone as a pillar, but Laban and Jacob, along with their relatives, worked together to make the pile of stones. Alternate translation: “which I helped set up between us to remind us to keep our peace treaty.” or “which we set up between us to remind us about our peace covenant”
31:52	wobp			עֵ֚ד הַ⁠גַּ֣ל הַ⁠זֶּ֔ה וְ⁠עֵדָ֖ה הַ⁠מַּצֵּבָ֑ה	This heap {is} a witness and the pillar {is} a witness	1	See how you translated **witness** in verses 44 and 48. Alternate translation: “This heap of stones is a reminder and this pillar is also a witness” or “This mound of stones and this memorial both remind us”
31:52	vhku			אִם אָ֗נִי לֹֽא אֶֽעֱבֹ֤ר אֵלֶ֨י⁠ךָ֙ אֶת הַ⁠גַּ֣ל הַ⁠זֶּ֔ה	that I will not pass by this heap to you	1	Laban and Jacob could go to each other’s homes in peace but not to harm each other. Alternate translation: “that I will never go past this heap to harm you,”
31:52	v9lx			וְ⁠אִם אַ֠תָּה לֹא תַעֲבֹ֨ר אֵלַ֜⁠י אֶת הַ⁠גַּ֥ל הַ⁠זֶּ֛ה וְ⁠אֶת הַ⁠מַּצֵּבָ֥ה הַ⁠זֹּ֖את לְ⁠רָעָֽה	and that you will not pass by this heap and this pillar to me, to do harm	1	" Alternate translation: “and that you will never go past this pile and this memorial to harm me.”"
31:53	cmza			אֱלֹהֵ֨י אַבְרָהָ֜ם	the God of Abraham	1	See how you translated a similar phrase in Gen 28:13. Alternate translation: “May the God whom your grandfather Abraham served”
31:53	kg7k			וֵֽ⁠אלֹהֵ֤י נָחוֹר֙ & אֱלֹהֵ֖י אֲבִי⁠הֶ֑ם	and the gods of Nahor, the gods of their father	1	Abraham trusted in Yahweh, the one and only true God (Gen 15:6). Terah worshiped other gods (Joshua 24:2), and so did Laban (verses 19, 30), which suggests that Nahor served the same gods that his father Terah served, and then taught his son Laban to do the same thing. In spite of that, many translations still capitalize **God** all three times here in verse 53. Be consistent with how you spelled **Nahor** in the book of Genesis. See Gen 11:22-25, 29; 12:26-27; 22:20, 24, 28; 24:9, 15, 24, 47; 29:5; 31:53. Alternate translation: “and the gods that my grandfather Nahor and his father Terah worshiped”
31:53	tqoy			יִשְׁפְּט֣וּ בֵינֵ֔י⁠נוּ	May & judge between us	1	" Alternate translation: “judge between us and punish us if we break our covenant”"
31:53	d5h9		rc://*/ta/man/translate/translate-key-term	וַ⁠יִּשָּׁבַ֣ע יַעֲקֹ֔ב	Then Jacob swore	1	Jacob refused to swear by the gods of Nahor and Terah. See how you translated **swore** in Gen 26:31, and compare that to how you translated a related phrase (“vowed a vow”) in 31:13. Alternate translation: “But Jacob swore” or “But Jacob vowed a vow”
31:53	jtf2			בְּ⁠פַ֖חַד אָבִ֥י⁠ו יִצְחָֽק	by the Fear of his father Isaac	1	See how you translated “the Fear of Isaac” in verse 42. Alternate translation: “by the God whom his father Isaac feared that he would keep their treaty,” or “with the Fear of his father Isaac as his witness”
31:54	j4i6			וַ⁠יִּזְבַּ֨ח יַעֲקֹ֥ב זֶ֨בַח֙ בָּ⁠הָ֔ר	and Jacob sacrificed a sacrifice on the mountain	1	Make sure your translation does not sound like Jacob burned the animal while it was still alive. Also see how you translated **sacrificed** in Gen 22:13. Alternate translation: “and he offered an animal sacrifice to God on an altar on a hill.” or “and Jacob burned the body of an animal on an altar as a sacrifice to God on a hill.”
31:54	xzn7		rc://*/ta/man/translate/figs-synecdoche	וַ⁠יִּקְרָ֥א לְ⁠אֶחָ֖י⁠ו לֶ⁠אֱכָל לָ֑חֶם	Then he called his relatives to eat bread	1	In the Bible, **bread** is often used as an idiom that refers to food in general. In this context, it was a meal that they shared together. Make sure that is clear in your translation.
31:54	lc58		rc://*/ta/man/translate/translate-symaction	וַ⁠יֹּ֣אכְלוּ לֶ֔חֶם וַ⁠יָּלִ֖ינוּ בָּ⁠הָֽר	Then they ate bread and spent the night on the mountain	1	As in Genesis 26:30, eating together was an important part of the covenant or treaty process, since it shows unity and close relationship, as if they were part of the same family. Some of that information could be included in a footnote. Alternate translation: “Then after they had eaten the meal, they spent the night there on the hill.”
31:55	m83j			וַ⁠יַּשְׁכֵּ֨ם לָבָ֜ן בַּ⁠בֹּ֗קֶר	Then in the morning Laban got up early	1	See how you translated a similar clause in Gen 28:18. Alternate translation: “The next morning Laban got up early”
31:55	t8nb		rc://*/ta/man/translate/figs-explicit	וַ⁠יְנַשֵּׁ֧ק לְ⁠בָנָ֛י⁠ו וְ⁠לִ⁠בְנוֹתָ֖י⁠ו	and kissed his grandchildren and his daughters	1	It was a Hebrew custom for relatives and close friends to greet each other with a kiss on each cheek. Only make this information explicit here if it is necessary to prevent wrong meaning. Alternate translation: “said goodbye to his daughters and grandchildren and kissed them on the cheeks”
31:55	v5ei			וַ⁠יֵּ֛לֶךְ וַ⁠יָּ֥שָׁב לָבָ֖ן לִ⁠מְקֹמֽ⁠וֹ	Then Laban left and returned to his place	1	" Alternate translation: “Then Laban and his men left from there and returned home.” or “Then he left from there with his men and went back home.”"
32:1	zb5z		rc://*/ta/man/translate/figs-explicit	וְ⁠יַעֲקֹ֖ב הָלַ֣ךְ לְ⁠דַרְכּ֑⁠וֹ	Then Jacob went on his way	1	You can make implied information explicit in your translation if it is necessary to make the meaning accurate and clear. Alternate translation: “Meanwhile Jacob also left from there and continued on his journey home with his family,”
32:1	jfda			וַ⁠יִּפְגְּעוּ ב֖⁠וֹ מַלְאֲכֵ֥י אֱלֹהִֽים	and angels of God met him	1	Translate **met** in a way that allows for the fact that no conversation is recorded between the angels and Jacob and that the angels were probably not hostile; for example, they may have been sent by God to escort and protect him. Alternate translation: “and some angels from God encountered him.”
32:2	a5gq		rc://*/ta/man/translate/writing-pronouns	וַ⁠יֹּ֤אמֶר יַעֲקֹב֙ כַּ⁠אֲשֶׁ֣ר רָאָ֔⁠ם	And when he saw them, Jacob said	1	Make sure that you refer to Jacob and the angels here in a way that is accurate and natural in your language. Alternate translation: “When Jacob saw the angels, he said in surprise,”
32:2	gvw1		rc://*/ta/man/translate/translate-names	וַ⁠יִּקְרָ֛א שֵֽׁם הַ⁠מָּק֥וֹם הַ⁠ה֖וּא מַֽחֲנָֽיִם	So he called the name of that place Mahanaim	1	If you include the meaning of the name **Mahanaim** in your translation or in a footnote, be sure it matches the way you translated **God’s camp** earlier in the verse so that it is clear why Jacob gave the place that name. Also see how you translated **he called the name of that place** in Gen 28:19.
32:3	egca			וַ⁠יִּשְׁלַ֨ח יַעֲקֹ֤ב מַלְאָכִים֙ לְ⁠פָנָ֔י⁠ו	Then Jacob sent messengers before him	1	" Alternate translation: “Then Jacob sent some of his servants ahead of him to deliver a message to his brother Esau”"
32:3	t1b9			אַ֥רְצָ⁠ה שֵׂעִ֖יר	to the land of Seir	1	" Alternate translation: “who was living in the land of Seir,”"
32:3	bw1y			שְׂדֵ֥ה אֱדֽוֹם	the country of Edom	1	" Alternate translation: “that is, the land of Edom.” or “which was also called the land of Edom.”"
32:4	lz0b		rc://*/ta/man/translate/writing-quotations	וַ⁠יְצַ֤ו אֹתָ⁠ם֙ לֵ⁠אמֹ֔ר	And he commanded them, saying	1	" Alternate translation: “As they left, he instructed them,”"
32:4	i7t8		rc://*/ta/man/translate/figs-honorifics	כֹּ֣ה תֹאמְר֔וּ⁠ן לַֽ⁠אדֹנִ֖⁠י לְ⁠עֵשָׂ֑ו	This {is what} you will say to my lord, to Esau	1	Jacob uses **my lord** and **your servant** in verse 4 and 5 to show his brother Esau great respect. Do this in a way that is natural in your language. Alternate translation: “I want you to tell Esau whom I highly respect:”
32:4	iepc		rc://*/ta/man/translate/figs-quotesinquotes	כֹּ֤ה אָמַר֙ עַבְדְּ⁠ךָ֣ יַעֲקֹ֔ב	This {is what} your servant Jacob says	1	Verses 4 and 5 have two levels of embedded quotes. Some languages need to use indirect quotes for one or both of those levels; for example, “Your servant Jacob wants you to know that he has been sojourning/staying with your uncle Laban all this time.” Do what is best in your language. Alternate translation: “This is a message from Jacob who wants to serve you:”
32:4	qibe			עִם לָבָ֣ן גַּ֔רְתִּי וָ⁠אֵחַ֖ר עַד עָֽתָּה	I have been sojourning with Laban and have remained there until now	1	" Alternate translation: “Since we last saw each other, I have been living with Uncle Laban.”"
32:5	noe8		rc://*/ta/man/translate/figs-quotesinquotes	וַֽ⁠יְהִי לִ⁠י֙	And I have	1	Consider whether it is more natural to use a direct or indirect quote here in your language. Alternate translation: “I now have” or “Also tell him that I own”
32:5	n5iq			שׁ֣וֹר וַ⁠חֲמ֔וֹר צֹ֖אן	cattle and donkey{s}, flock{s	1	See how you translated **donkeys** and **flocks** in Gen 12:16. Alternate translation: “many cattle, donkeys, and flocks of sheep and goats,”
32:5	axuo			וְ⁠עֶ֣בֶד וְ⁠שִׁפְחָ֑ה	and menservant{s} and maidservant{s	1	See how you translated a similar phrase in Gen 12:16. Alternate translation: “as well as many men and women slaves”
32:5	ilz0		rc://*/ta/man/translate/figs-honorifics	וָֽ⁠אֶשְׁלְחָ⁠ה֙ לְ⁠הַגִּ֣יד לַֽ⁠אדֹנִ֔⁠י	And I have sent {messengers} to speak with my lord	1	If you use indirect quotes in this section, make sure each part fits with the other parts, especially in your choice of pronouns. It is helpful if you read your translation aloud to check for accuracy and naturalness. Alternate translation: “Sir, I sent these messengers to you,”
32:5	fagg		rc://*/ta/man/translate/figs-idiom	לִ⁠מְצֹא חֵ֖ן בְּ⁠עֵינֶֽי⁠ךָ	so that I will find favor in your eyes	1	See how you translated the idiom “found favor in your eyes” in Gen 30:27. Alternate translation: “hoping that you will be gracious to me when I arrive.” or “so that when we see each other you will be pleased with me and welcome me.”
32:6	dzpa		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹ֑ר	saying	1	" Alternate translation: “and said to him,” or “and informed him,”"
32:6	d9jd			בָּ֤אנוּ אֶל אָחִ֨י⁠ךָ֙ אֶל עֵשָׂ֔ו	We went to your brother, to Esau	1	" Alternate translation: “We went to your brother Esau and told him your message.” or “We delivered the message to your brother Esau.”"
32:6	makp			וְ⁠גַם֙ הֹלֵ֣ךְ לִ⁠קְרָֽאתְ⁠ךָ֔	And also, he is coming to meet you	1	Consider whether or not it is better in your language to begin a new sentence here. Also, notice that the word **meet** is neutral in this context and does not imply whether or not Esau had hostile intent against Jacob. Alternate translation: “and he is already headed here to meet you,”
32:6	o1mv			וְ⁠אַרְבַּע מֵא֥וֹת אִ֖ישׁ עִמּֽ⁠וֹ	and 400 men with him	1	" Alternate translation: “and there are also 400 men coming with him!” or “and he has 400 men with him!”"
32:7	dzyd			וַ⁠יִּירָ֧א יַעֲקֹ֛ב מְאֹ֖ד	And Jacob was exceedingly afraid	1	" Alternate translation: “When Jacob heard the report, he was terrified”"
32:7	y3ez			וַ⁠יֵּ֣צֶר ל֑⁠וֹ	and it was distressing for him	1	" Alternate translation: “and very worried.”"
32:7	qaj0		rc://*/ta/man/translate/figs-infostructure	וַ⁠יַּ֜חַץ אֶת הָ⁠עָ֣ם אֲשֶׁר אִתּ֗⁠וֹ וְ⁠אֶת הַ⁠צֹּ֧אן וְ⁠אֶת הַ⁠בָּקָ֛ר וְ⁠הַ⁠גְּמַלִּ֖ים לִ⁠שְׁנֵ֥י מַחֲנֽוֹת	so he divided the people who {were} with him and the flock{s} and the herd{s} and the camels into two camps	1	Consider what phrase order for this sentence is best in your language. Alternate translation: “So he divided all the people and animals that were with him into two large camps including his family, his servants and all his flocks of sheep and goats, herds of cattle and camels.”
32:8	uh0t			וַ⁠יֹּ֕אמֶר	And he said	1	" Alternate translation: “He was thinking,”"
32:8	f2z6			אִם יָב֥וֹא עֵשָׂ֛ו אֶל הַ⁠מַּחֲנֶ֥ה הָ⁠אַחַ֖ת וְ⁠הִכָּ֑⁠הוּ	If Esau comes to one camp and strikes them	1	" Alternate translation: “If Esau and his men come and attack the people in one camp”"
32:8	sr41		rc://*/ta/man/translate/figs-hypo	וְ⁠הָיָ֛ה הַ⁠מַּחֲנֶ֥ה הַ⁠נִּשְׁאָ֖ר לִ⁠פְלֵיטָֽה	then the camp that is left will escape	1	" Alternate translation: “then the people in the other camp can escape.” or “then the other camp might be able to escape.”"
32:9	rrh8		rc://*/ta/man/translate/writing-quotations	וַ⁠יֹּאמֶר֮ יַעֲקֹב֒	Then Jacob said	1	" Alternate translation: “Then Jacob prayed,”"
32:9	nncu			אֱלֹהֵי֙ אָבִ֣⁠י אַבְרָהָ֔ם וֵ⁠אלֹהֵ֖י אָבִ֣⁠י יִצְחָ֑ק יְהוָ֞ה	God of my grandfather Abraham, and God of my father Isaac, Yahweh	1	Make sure that your translation of this address refers to only one God, not two or three different Gods. Also make sure it is clear that Jacob is talking directly to Yahweh, not talking about him. Alternate translation: “Dear Yahweh, the God whom my grandfather Abraham and my father Isaac worshiped,”
32:9	nl3n		rc://*/ta/man/translate/figs-quotesinquotes	הָ⁠אֹמֵ֣ר אֵלַ֗⁠י שׁ֧וּב לְ⁠אַרְצְ⁠ךָ֛ וּ⁠לְ⁠מוֹלַדְתְּ⁠ךָ֖	who said to me, ‘Return to your land and to your relatives	1	Consider whether it is more natural in your language to use a direct or indirect quote here. Also see how you translated **land** and **relatives** in Gen 31:3. Alternate translation: “you told me to go back to my homeland where my relatives live,”
32:9	lbag		rc://*/ta/man/translate/figs-quotesinquotes	וְ⁠אֵיטִ֥יבָה עִמָּֽ⁠ךְ	and I will cause things to prosper with you	1	Make sure your choice of **I** or **you** (for God) and **you** or **me** (for Jacob) in this clause fits with the way you translated the previous part of this quote. Alternate translation: “and that you would make things go well for me.”
32:10	n5k4			קָטֹ֜נְתִּי	I am unworthy	1	" Alternate translation: “I do not deserve”"
32:10	rboa			מִ⁠כֹּ֤ל הַ⁠חֲסָדִים֙ וּ⁠מִ⁠כָּל הָ֣⁠אֱמֶ֔ת אֲשֶׁ֥ר עָשִׂ֖יתָ אֶת עַבְדֶּ֑⁠ךָ	of all the kindnesses and of all the faithfulness that you have shown your servant	1	" Alternate translation: “the way you have always treated me so kindly and faithfully as your servant.” or “how kind and loyal you have always been to me as I have served you.”"
32:10	kmdh			כִּ֣י בְ⁠מַקְלִ֗⁠י עָבַ֨רְתִּי֙ אֶת הַ⁠יַּרְדֵּ֣ן הַ⁠זֶּ֔ה	For I crossed this Jordan with my staff	1	" Alternate translation: “I crossed the Jordan River with only my staff,” or “When I first left home and crossed the Jordan River, all that I had was my walking stick,”"
32:10	u2f9			וְ⁠עַתָּ֥ה הָיִ֖יתִי לִ⁠שְׁנֵ֥י מַחֲנֽוֹת	but now I have become two camps	1	" Alternate translation: “but now I have so many people in my household and so many possessions that there are two large camps” or “but now my family and belongings are enough to make two large groups.”"
32:11	xjcf		rc://*/ta/man/translate/figs-metonymy	מִ⁠יַּ֥ד אָחִ֖⁠י מִ⁠יַּ֣ד עֵשָׂ֑ו	from the hand of my brother, from the hand of Esau	1	" Alternate translation: “from the power of my brother Esau,”"
32:11	g3el			כִּֽי יָרֵ֤א אָנֹכִי֙ אֹת֔⁠וֹ פֶּן	because I am afraid of him, that	1	" Alternate translation: “I am very worried that”"
32:11	le3k			יָב֣וֹא וְ⁠הִכַּ֔⁠נִי אֵ֖ם עַל־בָּנִֽים	he will come and strike me {and} the mothers with the children	1	" Alternate translation: “he and his men will come and attack me as well as these mothers with their children!” or “he and his men will attack and kill us all, including these mothers with their children!”"
32:12	w08q			וְ⁠אַתָּ֣ה אָמַ֔רְתָּ	But you said	1	" Alternate translation: “For you told me,” or “But remember that you promised me,”"
32:12	ubq7		rc://*/ta/man/translate/figs-quotesinquotes	הֵיטֵ֥ב אֵיטִ֖יב עִמָּ֑⁠ךְ וְ⁠שַׂמְתִּ֤י אֶֽת זַרְעֲ⁠ךָ֙ כְּ⁠ח֣וֹל הַ⁠יָּ֔ם	I will surely cause things to prosper with you, and I will make your descendants as the sand of the sea	1	For some languages it is more natural to use an indirect quote here, especially since Jacob is quoting the one he is talking to. Do what is best in your language. Also see how you translated “I will cause things to prosper with you” in verse 9 and how you translated **as the sand** in Gen 22:17. Alternate translation: “that you would surely prosper me, and that you would make my descendants as numerous as the grains of sand on the seashore,”
32:12	jpv3		rc://*/ta/man/translate/figs-activepassive	אֲשֶׁ֥ר לֹא יִסָּפֵ֖ר מֵ⁠רֹֽב	which cannot be counted from {their} abundance	1	" Alternate translation: “which cannot be counted because there are so many.” or “which are so many that no one can count them all.”"
32:13	mu24			וַ⁠יִּקַּ֞ח מִן הַ⁠בָּ֧א בְ⁠יָד֛⁠וֹ מִנְחָ֖ה	and he took gifts from what was in his hand	1	" Alternate translation: “and during that time he selected many of his animals as gifts” or “and while he was there he picked out many of the animals he had with him”"
32:14	iss7			עִזִּ֣ים מָאתַ֔יִם וּ⁠תְיָשִׁ֖ים עֶשְׂרִ֑ים רְחֵלִ֥ים מָאתַ֖יִם וְ⁠אֵילִ֥ים עֶשְׂרִֽים	two hundred she-goats and twenty he-goats, two hundred ewes and twenty rams	1	Consider what is the most natural way in your language to list these animals, here and in verse 15. See how you translated **she-goats**, **he-goats**, **ewes** and **rams** in Gen 31:10. Alternate translation: “including 200 nanny goats and twenty billy goats, 200 female sheep and twenty male sheep,” or “including 200 nanny goats, twenty billy goats, 200 female sheep, twenty male sheep,”
32:15	u35q			גְּמַלִּ֧ים מֵינִיק֛וֹת וּ⁠בְנֵי⁠הֶ֖ם שְׁלֹשִׁ֑ים	thirty nursing camels and their young	1	" Alternate translation: “thirty mother camels with their young”"
32:15	z6ix			פָּר֤וֹת אַרְבָּעִים֙ וּ⁠פָרִ֣ים עֲשָׂרָ֔ה אֲתֹנֹ֣ת עֶשְׂרִ֔ים וַ⁠עְיָרִ֖ם עֲשָׂרָֽה	forty cows and ten bulls, twenty female donkeys and ten male donkeys	1	See how you translated **female donkeys** and **male donkeys** in Gen 12:16. Alternate translation: “forty cows, ten bulls, twenty female donkeys and ten male donkeys.”
32:16	gw9u		rc://*/ta/man/translate/figs-idiom	וַ⁠יִּתֵּן֙ בְּ⁠יַד עֲבָדָ֔י⁠ו	And he gave them into the hand{s} of his servants	1	" Alternate translation: “He put his servants in charge of the animals,”"
32:16	t090			עֵ֥דֶר עֵ֖דֶר לְ⁠בַדּ֑⁠וֹ	each herd by itself	1	" Alternate translation: “with each kind of animal in a separate herd” or “and had them put the different kinds of animals in different groups.”"
32:16	qnrm			וַ֤⁠יֹּאמֶר אֶל עֲבָדָי⁠ו֙	And he said to his servants	1	" Alternate translation: “Then he told his servants,”"
32:16	buc6		rc://*/ta/man/translate/figs-quotations	עִבְר֣וּ לְ⁠פָנַ֔⁠י וְ⁠רֶ֣וַח תָּשִׂ֔ימוּ בֵּ֥ין עֵ֖דֶר וּ⁠בֵ֥ין עֵֽדֶר	Go before me, and put space between each herd	1	Consider whether it is better in your language to use a direct or indirect quote here. Alternate translation: “Go ahead of me, one herd at a time, and keep some space between each herd of animals.” or “to go ahead of him, one herd at time, keeping some distance between each herd”
32:17	n87y			וַ⁠יְצַ֥ו אֶת הָ⁠רִאשׁ֖וֹן לֵ⁠אמֹ֑ר	And he commanded the first {one}, saying	1	" Alternate translation: “He also instructed the servant in charge of the first herd of animals,”"
